题目,答案要点,难度,相关岗位,标签,题目类型
反射的实现原理？,"可以在加载程序运行时，动态获取和加载程序集，并且可以获取到程序集的信息反射即在运行期动态获取类、对象、方法、对象数据等的一种重要手段。 主要使用的类库：System.Reflection 核心类： Assembly描述了程序集 Type描述了类这种类型 ConstructorInfo描述了构造函数 MethodInfo描述了所有的方法 FieldInfo描述了类的字段 PropertyInfo描述类的属性 通过以上核心类可在运行时动态获取程序集中的类，并执行类构造产生类对象，动态获取对象的字段或属性值，更可以动态执行类方法和实例方法等。 审查元数据并收集关于它的类型信息的能⼒。 实现步骤： 1 . 导⼊ using System . Reflection ; 2 . Assembly . Load ( ""程序集"" ) 加载程序集 , 返回类型是 ⼀个Assembly 3 . foreach ( Type type in assembly . GetTypes ( ) ) { string t = type . Name ; } 得到程序集中所有类的名称 4 . Type type = assembly . GetType ( ""程序集.类名"" ) ; 获取 当前类的类型 5 . Activator . CreateInstance ( type ) ; 创建此类型实例 6 . MethodInfo mInfo = type . GetMethod ( ""⽅法名"" ) ; 获取 当前⽅法 7 . mInfo . Invoke ( null , ⽅法参数 ) ;",5,Unity客户端开发,综合,技术知识
请说明C#中基本类型占用的字节数？,类型 字节 bool true/false byte、char 1字节 char、short 2字节 int，float 4字节 long、double 8字节,2,Unity客户端开发,综合,技术知识
请说明string、stringBuilder？,`string` 的优势是不可变、语义清晰、适合做公共 API 参数和键值，线程安全语义也更好；`StringBuilder` 的优势是频繁修改时能减少中间对象分配。少量拼接时直接用 `string` 通常够用，循环中高频拼接或构造大文本时更适合 `StringBuilder`。,4,Unity客户端开发,综合,技术知识
using的作用？,"资源：实现了IDisposable接口的类或结构。 using语句确保这些资源能够被适当的释放（Resource.Dispose） using原理：using（分配资源）{ 使用资源 } —— 释放资源 （隐式） 使用资源（可能会导致异常）会被放进Try块里，释放资源（有无异常）都会放进在finally块 using （分配资源） { try { 使用资源 } finally { Resource . Dispose } } using指令,using+命名空间（或命名空间一个类型） 在源文件的顶端声明 调用成员方法时也可以不使用using，直接命名空间.类.成员方法",4,Unity客户端开发,综合,技术知识
能用foreach遍历访问的对象需要实现___接⼝或声明___⽅法的类型（C#遍历）？,IEnumerable；GetEnumerator List和Dictionary类型可以用foreach遍历，他们都实现了IEnumerable接口，申明了GetEnumerator方法。,2,Unity客户端开发,综合,场景题
想要在for循环中删除List（或者vector，都行）中的元素时，有可能出现什么问题，如何避免？,当删除遍历节点后面的节点时，会导致List.Count进行变化，删除元素后，当根据i++，遍历到删除的节点会发生异常。 处理方法：可以从后往前遍历元素进行操作，即删除在访问的前面。,2,Unity客户端开发,综合,技术知识
New的实现逻辑？,rPoint1 = new RefPoint(1); 在应用程序堆上创建一个引用类型对象的实例，并为它分配内存地址。 自动传递该实例的引用给构造函数(正因如此，在构造函数中才能使用this来访问这个实例)。 调用该类型的构造函数。 返回该实例的引用内存地址，复制给 rPoint1 变量，该rPoint1 引用对象保存的数据是指向在堆上创建该类型的实例地址。,2,Unity客户端开发,综合,技术知识
请简述关键字Sealed用在类声明和函数声明时的作用？,类声明时可防止其他类继承此类，在方法中声明则可防止派生类重写此方法。,1,Unity客户端开发,综合,技术知识
请说明非托管代码与不安全代码？,托管代码 : 在公共语言运行时(CLR)控制下运行的代码。 非托管代码 : 不在公共语言运行时(CLR)控制下运行的代码。 不安全(Unsafe)代码 : 不安全代码可以被认为是介于托管代码和非托管代码之间的。不安全代码仍然在公共语言运行时(CLR)控制下运行，但它将允许您直接通过指针访问内存。,2,Unity客户端开发,内存,技术知识
请说明C#中基本类型占用的字节数？,类型 字节 bool true/false byte、char 1字节 char、short 2字节 int，float 4字节 long、double 8字节,2,Unity客户端开发,综合,技术知识
Heap与Stack有何区别？,heap是堆，stack是栈。 stack的空间由操作系统自 动分配和释放，heap的空间是手动申请和释放的， heap常用new关键字来分配。 stack空间有限，heap 的空间是很大的自由区。,1,Unity客户端开发,综合,技术知识
栈溢出一般是由什么原因导致？,无限递归。函数递归调用时，系统要在栈中不断保存函数调用时的现场和产生的变量，如果递归调用太深，就会造成栈溢出，这时递归无法返回。再有，当函数调用层次过深时也可能导致栈无法容纳这些调用的返回地址而造成栈溢出。 无限循环。 大量局部变量分配。,2,Unity客户端开发,内存,技术知识
请说明Stack栈和Queue队列？,相同点： 都是线性结构。 插入操作都是限定在表尾进行。 都可以通过顺序结构和链式结构实现。 插入与删除的时间复杂度都是O（1），在空间复杂度上两者也一样。 多链栈和多链队列的管理模式可以相同。 底层都是由泛型数组实现。 不同点： 栈先进后出，队列先进先出：删除数据元素的位置不同，栈的删除操作在表尾进行，队列的删除操作在表头进行。 顺序栈能够实现多栈空间共享，而顺序队列不能。 应用场景不同 常见栈的应用场景包括 括号问题的求解， 深度优先搜索遍历等； 函数调用和递归实现， 表达式的转换和求值 常见的队列的应用场景包括 计算机系统中各种资源的管理， 消息缓冲器的管理 广度优先搜索遍历等,4,Unity客户端开发,内存,技术知识
请说明链表相关？,单双向链表的区别： 指向不同：单向链表只有一个指向下一结点的指针，双向链表除了有一个指向下一结点的指针外，还有一个指向前一结点的指针。 功能不同：单向链表只能next ，双向链表可以return。 单双向不同：单链表只能单向读取，双向链表可以双向遍历。 单向链表优缺点： 优点：单向链表增加删除节点简单。遍历时候不会死循环； 缺点：只能从头到尾遍历。只能找到后继，无法找到前驱，也就是只能前进。 双向链表优缺点： 优点：可以找到前驱和后继，可进可退； 缺点：增加删除节点复杂，多需要分配一个指针存储空间。,1,Unity客户端开发,数据结构,场景题
请说明链表与数组的对比？,数组必须事先定义固定的长度（元素个数），不能适应数据动态地增减的情况。当数据增加时，可能超出原先定义的元素个数；当数据减少时，造成内存浪费；数组可以根据下标直接存取，时间复杂度O(1)。 链表动态地进行存储分配，可以适应数据动态地增减的情况，且可以方便地插入、删除数据项。（数组中插入、删除数据项时，需要移动其它数据项，非常繁琐）链表必须根据next指针找到下一个元素。 如果需要快速访问数据，很少或不插入和删除元素，就应该用数组；相反，如果需要经常插入和删除元素就需要用链表数据结构了。,2,Unity客户端开发,数据结构,技术知识
请说明二叉树相关？,计算深度（高度） 二叉树的高度是二叉树结点层次的最大值，也就是其左右子树的最大高度+1。当树为空时，高度为0；否则为其左右子树最大高度+1。 遍历:（看根节点的位置） 前序遍历：（根左右）先访问根节点，再访问左节点，再访问右节点。 中序遍历：（左根右）先访问左节点，再访问根节点，再访问右节点。 后序遍历：（左右根）先访问左节点，再访问右节点，再访问根节点。,2,Unity客户端开发,数据结构,场景题
请说明字典相关？,介绍 Dictionary表示键和值的集合。 Dictionary 是一个泛型。 他本身有集合的功能有时候可以把它看成数组。 他的结构是这样的：Dictionary 。 他的特点是存入对象是需要与[key]值一一对应的存入该泛型，任何键都是唯一。 通过某一个一定的[key]去找到对应的值。查找元素的时间复杂度为O(1)。 增删查改时间复杂度 Dictionary字典类是hash表，Add操作是O(1)。 其Containskey方法是O(1)，原因是通过hash来查找元素而不是遍历元素。 ContainsValue方法的时间复杂度是O(N)，原因是内部通过遍历key来查找value，而不是通过hash来查找。 ltem[Key]属性根据key来检索value，其时间复杂度也是O(1)。 基本都是O（1） 底层实现原理 Dictionary在构造的时候做了以下几件事： 1.初始化一个桶数组this.buckets = new int[prime] 2.初始化一个this.entries = new Entry [prime] Bucket和entries的容量都为大于字典容量的一个最小的质数 其中this.buckets主要用来进行Hash碰撞 this.entries用来存储字典的内容，并且标识下一个元素的位置。 详细过程 哈希表法：将不定长的二进制数据集映射到一个较短的二进制数据集，一个Key通过HashFunc得到HashCode。 Hash桶算法：对HashCode进行分段显示，常用方法对HashCode直接取余。 拉链法：分段则会导致key对应的哈希桶相同，拉链法的基本思想就像对冲突的元素，建立一个单链表，头指针存储在对应哈希桶的位置。反之就是通过hash桶对应后，遍历单链表，获取value值。,5,Unity客户端开发,数据结构,行为题
请说明哈希表与字典对比？,字典 ：内部用了Hashtable作为存储结构 如果我们试图找到一个不存在的键，它将返回 / 抛出异常。 它比哈希表更快，因为没有装箱和拆箱，尤其是值类型。 仅公共静态成员是线程安全的。 字典是一种通用类型，这意味着我们可以将其与任何数据类型一起使用（创建时，必须同时指定键和值的数据类型）。 Dictionay 是 Hashtable 的类型安全实现， Keys和Values是强类型的。 Dictionary遍历输出的顺序，就是加入的顺序 哈希表 ： 如果我们尝试查找不存在的键，则返回 null。 它比字典慢，因为它需要装箱和拆箱。 哈希表中的所有成员都是线程安全的， 哈希表不是通用类型， Hashtable 是松散类型的数据结构，我们可以添加任何类型的键和值。 HashTable是经过优化的，访问下标的对象先散列过，所以内部是无序散列的,2,Unity客户端开发,数据结构,技术知识
请说明关于List与字典的遍历与查询效率？,List的底层，是一个泛型数组，连续且紧密的顺序存储，一般数据存储在缓存中。而字典是离散（散列）分布，由数组和哈希表共同组成，遍历的时候，会伴有换页的操作，且数组都存储在内存中。而读写速度是：缓存 内存 硬盘。因此List更适合遍历。 字典的查询效率是通过元素的key值进行取余操作，找的对应的哈希桶，判定哈希桶对应的哈希表的头节点是不是该元素，若不是进行next操作，对哈希表进行遍历，这两个过程都是常数级别的操作。所以是O（1）。而List的查询效率是先遍历，找到对应的值，因此是O（n）。所以字典更适合查询。 资料白嫖，技术互助 🎬 博客主页： https://xiaoy.blog.csdn.net 🎥 本文由 呆呆敲代码的小Y 原创 🙉 🎄 学习专栏推荐： Unity系统学习专栏 🌲 游戏制作专栏推荐： 游戏制作 🌲Unity实战100例专栏推荐： Unity 实战100例 教程 🏅 欢迎点赞 👍 收藏 ⭐留言 📝 如有错误敬请指正！ 📆 未来很长，值得我们全力奔赴更美好的生活✨ ❤️分割线❤️ 学习路线指引（点击解锁） 知识定位 人群定位 🧡 Unity系统学习专栏 🧡 入门级 本专栏从Unity入门开始学习，快速达到Unity的入门水平 💛 Unity实战类项目 💛 进阶级 计划制作Unity的 100个实战案例！助你进入Unity世界，争取做最全的Unity原创博客大全。 ❤️ 游戏制作专栏 ❤️ 难度偏高 分享学习一些Unity成品的游戏Demo和其他语言的小游戏！ 💚 游戏爱好者万人社区💚 互助/吹水 数万人游戏爱好者社区，聊天互助，白嫖奖品 💙 Unity100个实用技能💙 Unity查漏补缺 针对一些Unity中经常用到的一些小知识和技能进行学习介绍，核心目的就是让我们能够快速学习Unity的知识以达到查漏补缺 本文章已经生成可运行项目 一键运行 生成项目 $(function() { setTimeout(function () { var mathcodeList = document.querySelectorAll('.htmledit views img.mathcode'); if (mathcodeList.length 0) { for (let i = 0; i '); curSpan.text(alt); $(mathcodeList[i]).before(curSpan); $(mathcodeList[i]).remove(); } } else { mathcodeList[i].onerror = function() { var alt = mathcodeList[i].alt; alt = '\\(' + alt + '\\)'; var curSpan = $(' '); curSpan.text(alt),5,Unity客户端开发,数据结构,技术知识
C#与Lua的交互原理简述？,"想要理解Lua语言与其它语言交互的实质，我们首先就要理解Lua堆栈。 简单来说，Lua语言之所以能和C/C++进行交互，主要是因为存在这样一个无处不在的虚拟栈。栈的特点是先进后出，在Lua语言中，Lua堆栈是一种索引可以是正数或者负数的结构，并规定正数1永远表示栈底，负数 1永远表示栈顶。 换句话说，在不知道栈大小的情况下，我们可以通过索引 1取得栈底元素、通过索引1取得栈顶元素。 Lua是一种嵌入式脚本语言，可以方便的与c/c++进行相互调用。但是Unity中主要是用c 进行开发的，因此在Unity中使用Lua通常有以下两种方案: 使用c 实现一个lua虚拟机 基于原生的c lua api做一个封装，让c 调用 从性能上考虑，当前主流方案都是第二种。 基于第二种方案实现的框架目前主要有xLua,sLua,uLua,NLua(+KeraLua)。在这些方案中，都能找到一个相关的类，封装了c 对lua c api的调用。例如在xlua中是XLua.LuaDLL.Lua这个类，在slua中是SLua.LuaDll这个类。 所以在Unity里执行Lua是以c作为中间媒介的: C C Lua Lua与宿主语言(这里以c 为例)最基础的两种交互模式即: c 执行lua代码 lua执行c 静态/成员函数 这种交互是通过一个栈结构进行的。",4,Unity客户端开发,Lua,技术知识
"请对比C#中List<T>与Dictionary<TKey,TValue>在遍历和查询场景下的性能差异？",遍历性能：List<T>底层是连续数组，内存访问缓存友好，适合顺序遍历，性能优秀；Dictionary底层是散列表，内存离散分布，遍历时跳跃访问，缓存不友好，遍历性能弱于List。查询性能：Dictionary通过哈希直接定位桶，时间复杂度O(1)（平均）；List通过遍历线性查找，O(n)。结论：需要大量遍历→优先List；需要按键快速查找→优先Dictionary。Unity中最佳实践：游戏帧循环中遍历用List+缓存Count；逻辑查找（如通过ID查找角色）用Dictionary；避免在Update中创建新的集合实例。,2,Unity客户端开发,综合,技术知识
请说明C#中方法重载（Overloading）的基本规则，以及重载与重写在本质上有何区别？,重载（Overloading）是在同一类中定义同名但参数列表不同的方法，属于编译期静态绑定多态。核心规则：参数个数/类型/顺序至少有一项不同；返回类型和访问修饰符不能作为区分依据。重写（Override）是子类覆盖父类的virtual方法，属于运行期动态绑定多态，要求签名完全一致并用override关键字。常见混淆：用new关键字隐藏父类方法不是多态，通过基类引用调用时仍走父类版本。面试注意：sealed override可防止继续被子类重写；abstract方法强制子类实现。,2,Unity客户端开发,综合,技术知识
请用代码示例说明C#方法重载的典型写法以及编译器如何选择最优匹配版本？,"典型示例：在同一类中定义 void Log(string msg)、void Log(int code, string msg)、void Log(Exception ex)，编译器根据实参类型自动选择最匹配版本。注意：不能靠返回类型区分重载；当有多个可匹配版本时，编译器选择参数类型最精确的（最近匹配原则）；在Unity工具类和数学辅助函数中常见大量重载版本。避免参数类型可隐式转换导致歧义，如同时有void Test(int)和void Test(long)时传入int字面量可能造成混淆。",2,Unity客户端开发,综合,技术知识
请说明C#方法重写（Override）的语法要求，以及virtual、override、sealed关键字的配合使用方式？,语法要求：父类方法须标记virtual或abstract；子类用override关键字覆盖，方法签名（名称/参数/返回类型）必须完全一致。sealed override可防止继续被子类重写。运行时行为：通过虚方法表（vtable）动态分派，父类引用指向子类对象时调用子类实现。abstract方法强制子类必须实现（不提供父类实现体）。base.Method()可调用父类实现。面试易混：new关键字只是隐藏不是多态，通过基类引用调用仍走父类版本。,2,Unity客户端开发,综合,技术知识
请说明C#中event关键字的作用，以及事件与委托在使用上的主要区别？,"event关键字将委托封装为事件，主要限制：外部代码只能通过+=/-=订阅/取消，不能直接赋值（=）或调用（invoke），只有声明类内部才能触发。与纯委托相比：event强制了发布-订阅模式，提高封装性，防止外部清空或直接调用。在Unity中，事件常配合Action/UnityEvent使用，避免组件间强引用耦合。标准格式：EventHandler<TEventArgs>（object sender, TEventArgs e）。面试加分：说明事件是一种语法糖，编译后等价于带访问控制的委托字段。",2,Unity客户端开发,委托与事件,技术知识
请解释C#中基于委托的回调机制，并说明在Unity中的常见应用场景？,回调机制是将方法引用（委托）作为参数传入另一个方法，在特定时机由被调方执行。Action/Func是最常用的内置委托类型。在Unity中的常见应用：(1)异步加载完成回调；(2)动画结束通知；(3)UI按钮点击事件（Button.onClick.AddListener）；(4)协程中的延时回调。最佳实践：使用Action/Func代替自定义委托；注意回调持有MonoBehaviour引用时的对象销毁问题，在OnDestroy中取消注册。,2,Unity客户端开发,委托与事件,技术知识
C#中LINQ是什么？在游戏开发中应该如何合理使用LINQ？,LINQ（Language Integrated Query）是C#内置的集合查询语法，核心方法有Where（过滤）、Select（映射）、OrderBy（排序）、FirstOrDefault（取首个）等。在游戏开发中合理使用：配置数据初始化、编辑器工具类查询可以使用LINQ，代码简洁；但Update等热路径应避免LINQ，因为foreach+lambda在List上每次有堆分配（GC压力）；高频查询建议预处理为Dictionary或缓存结果而非每帧LINQ。,3,Unity客户端开发,综合,技术知识
在C#和Unity开发中，哪些场景最容易造成内存泄漏？如何检测和预防？,常见内存泄漏场景：(1)事件/委托未取消注册，订阅者被发布者长期持有无法GC；(2)静态字段引用MonoBehaviour对象；(3)协程未正确停止而持有闭包变量；(4)UnityEngine对象（Texture/Mesh/Material等）实例化后未调用Destroy；(5)对象池无上限不断扩张。检测工具：Unity Memory Profiler包、Profiler快照对比。预防习惯：OnDisable/OnDestroy中取消事件订阅；用-=明确取消委托；对象销毁前调用Destroy；使用弱引用（WeakReference）替代长期持有引用。,3,Unity客户端开发,内存,技术知识
使用Lambda表达式或匿名方法注册事件时有哪些常见陷阱？,主要陷阱：(1)无法取消订阅：用event += () => {}注册的匿名方法，后续无法通过-=取消，导致内存泄漏；(2)循环变量捕获：for循环中所有Lambda共享同一变量引用而非值拷贝；(3)捕获已销毁对象：持有MonoBehaviour引用，Destroy后仍被Lambda引用，调用时报MissingReferenceException；(4)重复订阅：场景重载时多次AddListener导致重复触发。解决方案：将Lambda赋给局部变量再注册以便取消；在OnDisable/OnDestroy中通过RemoveAllListeners清理。,3,Unity客户端开发,委托与事件,技术知识
如何安全地调用可能为null的委托？请说明各种写法的优缺点？,写法对比：(1)显式判空：if(callback != null) callback(arg)，有多线程竞争风险；(2)先拷贝再调用：var h = callback; if(h != null) h(arg)，线程安全；(3)null条件运算符（C# 6+）：callback?.Invoke(arg)，等价于写法(2)，推荐；(4)空委托初始化：event MyEvent = delegate{}，消除null检查。在Unity中最常用：OnPlayerDied?.Invoke(player)。注意event字段的?.Invoke在类内部也需要使用Invoke显式调用形式。,2,Unity客户端开发,委托与事件,技术知识
请说明C#中值类型的核心特点，包括存储位置、复制行为和典型应用场景？,值类型直接存储数据本身（int/float/bool/char/struct/enum等，继承自System.ValueType）。核心特点：(1)赋值和传参产生完整副本，修改副本不影响原变量；(2)通常在栈上（局部变量），作为类字段时内联在类对象堆内存中；(3)不可为null（可空值类型int?除外）；(4)相等比较是值比较。在Unity中：Vector3/Quaternion/Color/Rect均为struct（值类型）；频繁传递大型struct注意拷贝开销，可用in关键字只读引用传递；ECS/Job System中struct是基础数据单元。,2,Unity客户端开发,综合,技术知识
请说明C#中引用类型的核心特点，以及与值类型在内存模型和行为上的主要区别？,引用类型存储对象引用（地址），实际数据在托管堆上（class/string/array/delegate/interface等，继承自System.Object）。核心特点：(1)赋值/传参只复制引用，多个变量可指向同一对象；(2)受GC管理，无需手动释放；(3)默认可为null；(4)相等比较默认是引用比较（除非重写Equals）。与值类型核心区别：值类型复制是独立副本，引用类型复制是共享同一对象。装箱（boxing）是值类型赋给object/接口时的隐式转换，产生堆分配和GC压力，应尽量避免。,2,Unity客户端开发,综合,技术知识
请综合对比C#值类型与引用类型，并说明在Unity开发中应如何根据场景选择？,选择维度：(1)数据大小：轻量级数据（坐标、颜色、标志位）→struct，避免GC；大型复杂对象→class；(2)语义：需要共享修改状态→引用类型；需要独立副本→值类型；(3)继承需求：需要多态/继承→只能用class；(4)性能热路径：Update中频繁分配的小对象考虑struct+readonly+in参数。Unity典型：Vector3/Rect是struct，MonoBehaviour/ScriptableObject是class。常见陷阱：struct通过接口引用访问时会装箱；List<T>中直接修改struct字段需临时变量赋值再写回。,2,Unity客户端开发,综合,技术知识
请用代码示例说明C#中值类型与引用类型在赋值和传参时的不同行为？,值类型赋值：int a = 5; int b = a; b = 10; → a仍为5，修改b不影响a。引用类型赋值：var p1 = new Player(); var p2 = p1; p2.HP = 0; → p1.HP也变为0，两者指向同一对象。传参区别：值类型传参是副本，方法内修改不影响外部（除非用ref/out）；引用类型传参是引用副本，修改对象属性会影响外部，但方法内重新new赋值不影响外部引用。Unity实践：Vector3等值类型放心传递，但注意transform.position返回副本，不能只修改pos.x再赋值。,2,Unity客户端开发,综合,技术知识
请用代码示例展示C#委托（delegate）的声明、实例化和多播调用过程？,"声明：delegate void HealthChangedHandler(int oldHP, int newHP)。实例化：HealthChangedHandler callback = UpdateHUD 或用Lambda callback = (old, now) => Debug.Log(old + ""-"" + now)。多播委托：callback += SendNetworkEvent，调用时依次执行所有注册方法。调用：callback?.Invoke(oldHP, newHP)。注意：多播委托中某方法抛异常会中断后续调用；返回值类型的多播委托只取最后一个返回值；用GetInvocationList()可逐一调用并分别处理异常。",2,Unity客户端开发,委托与事件,技术知识
请用代码示例说明C#中string的不可变性，以及频繁字符串拼接对GC的影响？,"不可变性：每次拼接如 s += "" World"" 实际上创建了新字符串对象，原字符串等待GC。循环拼接GC问题：for循环中每次+=都产生临时string对象。Unity中典型问题：UI每帧刷新用str+score.ToString()产生GC Alloc。解决方案：使用StringBuilder批量拼接，或预格式化字符串缓存。面试要点：string相等比较是值比较（==比较内容），@逐字字符串忽略转义，string.Intern可复用相同字面量。",2,Unity客户端开发,综合,技术知识
请对比string和StringBuilder在大量字符串拼接场景下的性能差异？,string不可变，适合表示稳定文本、做键值或对外API传参；StringBuilder可变，更适合大量拼接和频繁修改字符串。少量拼接时直接用string可读性更好，循环内高频拼接或构造大文本时优先考虑StringBuilder。可预分配容量：new StringBuilder(256)减少内部扩容次数，最终调用ToString()一次性得到结果。,2,Unity客户端开发,综合,技术知识
请总结StringBuilder的主要特点，以及在Unity开发中哪些场景适合使用？,StringBuilder是可变字符序列，内部维护可扩展的char数组。主要特点：Append/Insert/Remove等方法就地修改，不产生中间字符串对象；支持预分配容量减少扩容次数；最终调用ToString()一次性转为string。Unity中适用场景：循环内拼接大量字符串（聊天记录、调试输出）、构建日志/CSV文本、网络消息序列化。不适合场景：简单的少量拼接（1-3个）、每帧都调用ToString的情况。,2,Unity客户端开发,综合,技术知识
请说明C#单例模式的实现方式，以及在Unity MonoBehaviour中实现单例需要注意哪些问题？,C#通用单例：懒汉式用Lazy<T>保证线程安全，或饿汉式用静态字段初始化。Unity MonoBehaviour单例：在Awake中判断if(_instance==null) _instance=this; else Destroy(this); 并调用DontDestroyOnLoad(gameObject)跨场景持久化。注意事项：(1)避免在Awake中依赖执行顺序不确定的其他Singleton；(2)场景切换时需防止重复实例（Awake中检测并销毁多余实例）；(3)单例导致测试困难，中大型项目考虑依赖注入替代；(4)ScriptableObject数据不应用单例，改用静态引用或注入。,2,Unity客户端开发,综合,技术知识
在Unity中将GameObject标记为Static会影响哪些系统？误标动态物体会有什么后果？,Static标记影响的系统：(1)Lightmap烘焙（Contribute GI）：参与间接光烘焙；(2)Occlusion Culling：作为静态遮挡体参与预计算；(3)Static Batching：运行时合并静态网格降低DrawCall；(4)NavMesh：作为可行走表面或障碍物参与导航网格烘焙。误标动态物体的后果：(1)运动时光照与烘焙不符，出现错误阴影或光照；(2)Static Batching会在运行时创建合并Mesh副本，增加内存；(3)Occlusion Culling错误可能裁剪应该可见的物体。最佳实践：只对完全不移动的环境装饰物和建筑标记Static。,2,Unity客户端开发,综合,技术知识
在Unity项目中如何通过缓存机制复用共享资源，减少GC和重复加载开销？,主要缓存策略：(1)对象池（Object Pooling）：预实例化GameObject，复用而非Instantiate/Destroy，适合子弹、特效、敌人等高频对象；(2)资源缓存：AssetBundle/Addressables加载后缓存引用，避免重复加载；(3)Component引用缓存：private Transform _tr; void Awake(){ _tr=GetComponent<Transform>(); } 避免热路径中频繁GetComponent；(4)字符串ID缓存：用Animator.StringToHash预计算参数ID，避免每帧传字符串；(5)共享材质：用sharedMaterial而非material避免实例化副本。验证工具：Profiler看GC Alloc和帧内分配量。,2,Unity客户端开发,内存,技术知识
请用代码示例说明C#中ref关键字的用法，ref传参与普通传参有何本质区别？,"ref示例：void Swap(ref int a, ref int b) { int t = a; a = b; b = t; } 调用：Swap(ref x, ref y) → x和y的值真正被交换。与普通传参对比：普通传参void Add(int n){ n++; }调用后外部变量不变；ref传参方法内修改直接反映到调用方变量。使用前提：调用方变量必须先初始化；传参时必须显式写ref关键字（自文档化）。在Unity中的应用：高频调用的数学计算方法传递Vector3 struct，用ref避免值拷贝开销。",2,Unity客户端开发,综合,技术知识
请用代码示例说明C#中out关键字如何从一个方法返回多个值，与ref有何区别？,"out示例：bool TryGetPlayer(int id, out Player player) { return _players.TryGetValue(id, out player); } 调用：if(TryGetPlayer(1, out var p)) { p.Die(); }。out特点：(1)调用前不需要初始化变量；(2)方法内必须在所有代码路径上为out参数赋值；(3)C# 7+支持声明式传入：out var result。与ref区别：ref要求预初始化，可读可写；out不需预初始化，方法必须赋值，适合返回多个值的模式。Dictionary.TryGetValue、Physics.Raycast(out hit)都是out的典型应用。",2,Unity客户端开发,综合,技术知识
ArrayList和原生数组（Array）在C#中有什么主要区别？各自适用哪些场景？,ArrayList是非泛型动态数组，元素类型为object；原生数组是固定长度的强类型集合。主要区别：(1)长度：数组固定，ArrayList可动态扩展；(2)类型安全：数组是强类型，ArrayList存object需强转；(3)性能：数组对值类型无装箱；ArrayList对值类型会装箱/拆箱（GC压力）。实际建议：新代码用Array（固定长度）或List<T>（动态），ArrayList主要用于兼容旧API或特殊反射场景。,1,Unity客户端开发,综合,技术知识
ArrayList和List<T>的区别是什么？在实际项目中为什么推荐使用List<T>？,ArrayList是非泛型集合，元素按object存储，值类型会产生装箱/拆箱，类型安全也较弱；List<T>是泛型集合，性能更好、类型更安全，是现代C#的推荐写法。好处：(1)类型安全：编译时检查，减少运行时错误；(2)性能：避免装箱/拆箱减少GC；(3)API友好：完整支持LINQ，方法签名清晰；(4)可读性：List<Player>明确表达存储类型意图。在Unity中，List<T>几乎是最常用的集合类型，应作为动态数组的默认选择。,1,Unity客户端开发,综合,技术知识
从内存和类型安全角度对比ArrayList和一维数组，各自在什么情况下更合适？,内存角度：数组连续分配、直接存储元素，访问O(1)且缓存友好；ArrayList内部也是数组但封装为object[]，值类型装箱额外堆分配。类型安全：数组编译期类型检查；ArrayList运行时才发现类型错误。使用场景：数组适合长度固定、追求性能的场景（如顶点缓冲区）；ArrayList只在需要兼容旧.NET 1.x代码时使用；新代码统一用List<T>替代ArrayList，用T[]替代固定数组。,1,Unity客户端开发,综合,技术知识
请说明ArrayList和List<T>在类型安全和性能上的具体差异，以及何时应选择哪种？,ArrayList是非泛型集合，元素按object存储，值类型会产生装箱/拆箱，类型安全也较弱；List<T>是泛型集合，性能更好、类型更安全，是现代C#的推荐写法。若面试继续追问，可再补充容量扩容机制（默认4→8→16→...翻倍）和常见时间复杂度（随机访问O(1)，中间插删O(n)）。,1,Unity客户端开发,综合,技术知识
请总结使用List<T>相比ArrayList的主要优势有哪些？,List<T>的优势：(1)类型安全：编译时检查，不需要强制转换，减少运行时错误；(2)性能：泛型避免值类型装箱/拆箱，减少GC；(3)API友好：完整支持LINQ，方法签名清晰；(4)可读性：List<Player>明确表达存储类型意图；(5)IDE支持：自动补全和重构更准确。在Unity中，List<T>几乎是最常用的集合类型，应作为动态数组的默认选择。,1,Unity客户端开发,综合,技术知识
ArrayList有哪些主要缺点？现代C#开发中是否还有使用ArrayList的合理场景？,主要缺点：(1)类型不安全，存取元素需强转，运行时可能InvalidCastException；(2)值类型装箱/拆箱带来额外GC和CPU开销；(3)不完整支持泛型LINQ；(4)可读性差，无法从类型签名看出集合内容。现代使用场景：几乎没有新代码需要ArrayList；唯一理由是兼容.NET 1.x遗留代码。Unity中应完全避免ArrayList，使用List<T>或数组代替。,1,Unity客户端开发,综合,技术知识
C#中结构体（struct）可以包含哪些成员？在成员组成上与类（class）有什么区别？,struct可以包含：字段、属性、方法、有参构造函数、索引器、运算符重载、事件。struct不能包含：无参构造函数（C#9之前）、析构函数、virtual/abstract成员、继承其他struct或class（但可实现接口）。与class相比：class支持所有成员类型包括virtual/abstract和无参构造函数，支持继承链。在Unity中Vector3/Quaternion/Color等都是struct，因为它们是轻量级、值语义的数据容器，不需要多态和继承。,2,Unity客户端开发,综合,技术知识
C#结构体在构造函数方面有哪些限制？为什么C#9之前不允许定义无参构造函数？,C#9之前，struct不允许定义无参构造函数，原因是CLR保证struct可以通过default(T)零初始化，若允许自定义无参构造函数，default关键字会绕过它造成语义不一致。C#10起允许无参构造函数。有参构造函数规则：允许定义，但必须初始化所有字段。使用区别：new MyStruct()调用构造函数；MyStruct s（不用new）不调用构造函数，字段为默认值，使用前必须手动赋值所有字段。,2,Unity客户端开发,综合,技术知识
