题目,答案要点,难度,相关岗位,标签,题目类型
ES5怎么实现继承？,"原型链继承；由于所有Student实例原型都指向同一个Person实例, 因此对某个Student实例的来自父类的引用类型变量修改会影响所有的Student实例；在创建子类实例时无法向父类构造传参, 即没有实现super()的功能；构造函数继承；继承不到父类原型上的属性和方法；Students类实际上是调用Person类来生成的实例；组合式继承；每次创建子类实例都执行了两次构造函数(Person.apply和new Person())，虽然这并不影响对父类的继承，但子类创建实例时，原型中会存在两份相同的属性和方法，这并不优雅。；寄生式组合继承；说到js继承，最开始想到的应该是是原型链继承，通过把子类实例的原型指向父类实例来继承父类的属性和方法，但原型链继承的缺陷在于对子类实例继承的引用类型的修改会影响到所有的实例对象以及无法向父类的构造方法传参。",4,web前端开发,JavaScript、原型链、class、继承,场景题
请简述 == 的机制,"JS中的值有两种类型：原始类型(Primitive)、对象类型(Object)。；原始类型包括：Undefined、Null、Boolean、Number和String等五种。；Undefined类型和Null类型的都只有一个值，即undefined和null；所有对象都有valueOf()和toString()方法，它们继承自Object，当然也可能被子类重写。；String、Number、Boolean和Object (对应左侧的大矩形框)；Undefined和Null (对应右侧的矩形框)；N表示ToNumber操作，即将操作数转为数字；P表示ToPrimitive操作，即将操作数转为原始类型的值；首先调用\[].valueOf()，由于数组的valueOf()方法返回自身，所以结果不是原始类型，继续调用\[].toString()。；对于数组来说，toString()方法的算法，是将每个元素都转为字符串类型，然后用逗号','依次连接起来，所以最终结果是空字符串''，它是一个原始类型的值。",2,web前端开发,JavaScript、继承,技术知识
怎么做移动端的样式适配？,响应式设计（Responsive Design）：；使用CSS媒体查询（Media Queries）来根据设备的特征（如屏幕宽度、高度、方向等）应用不同的样式。；通过设置百分比宽度、最大宽度或相对单位（比如 rem）来确保元素相对于其容器的大小进行自适应。；弹性布局（Flexbox）和网格布局（Grid）：；使用弹性布局和网格布局可以更方便地创建灵活的布局，使页面元素能够根据屏幕大小自动调整位置。；移动端优先（Mobile-first）：；首先定义移动端的样式，然后使用媒体查询逐渐添加更大屏幕上的样式，以确保基本功能在小屏幕上也能正常工作。；图片和多媒体适配：；使用max-width: 100%确保图片和多媒体在小屏幕上不会溢出其容器。；使用picture元素或srcset属性提供不同尺寸的图片。,3,web前端开发,JavaScript、媒体查询、Flexbox、响应式,技术知识
arguments 这种类数组，如何遍历类数组？,参数不定长；函数柯里化；递归调用；函数重载 ...,2,web前端开发,JavaScript、DOM、var、Map,技术知识
遍历数组的方式有哪些？,用for循环遍历数组；用for...in遍历对象；用for...of遍历类数组对象（ES6）；用Object.keys()获取对象属性名的集合,2,web前端开发,JavaScript、原型链、Iterator、Symbol,技术知识
setTimeout 延时写成0，一般可以什么场景下使用？,UI渲染后的回调：当我们需要在当前事件循环结束后，等待浏览器完成UI渲染后再执行回调函数时，可以使用0延时；异步操作处理：有时我们需要将某些操作推迟到下一个事件循环周期，以便让其他异步操作优先执行；性能优化：在某些情况下，将操作延迟到下一个事件循环周期可以提高性能,3,web前端开发,JavaScript、事件循环、线程,技术知识
怎么预防用户快速连续点击，造成数据多次提交？,css设置 pointer-events 为 none；增加变量控制，当变量满足条件时才执行点击事件的后续代码（比如给按钮的点击事件增加防抖）；如果按钮使用 button 标签实现，可以使用 disabled 属性；加遮罩层，比如一个全屏的loading，避免触发按钮的点击事件,2,web前端开发,JavaScript、防抖,技术知识
说说下面代码的输出结果,"一般遇到Promise.resolve()时，相当于new Promise(resolve = {resolve()})都是同步完成的，不会消耗微任务；这三个输出结果，打印出来的都是数字4。；我们可以看出不同，代码3是我们最常见的情况；这段代码中，Promise.resolve().then是一个构造函数,() = {return 4;}是这个函数的参数，这个函数调用，最后返回一个值为4的Promise(即new Promise(resolve = resolve(4)).",4,web前端开发,JavaScript、Promise,场景题
怎么实现大型文件上传？,分片上传（Chunked Upload）：将大文件拆分成小的文件块(chunk)，然后通过多个并行的请求依次上传这些文件块；流式上传（Streaming Upload）：客户端使用流方式逐步读取文件的内容，并将数据流通过 POST 请求发送给服务器；使用专门的文件上传服务：有一些第三方服务可供使用，例如云存储服务（如 Amazon S3、Google Cloud Storage）、文件传输协议（如 FTP、SFTP）等；压缩文件上传：如果可能，可以在客户端先对文件进行压缩，然后再进行上传；并发上传：通过多个并行的请求同时上传文件的不同部分，以加快整个上传过程；断点续传：记录上传进度和状态，以便在网络中断或上传失败后能够从上次中断的位置继续上传,2,web前端开发,JavaScript、Promise、接口,技术知识
JavaScript 中如何取消请求？,JavaScript 实现异步请求就靠浏览器提供的两个 API —— XMLHttpRequest 和 Fetch；本篇带来 XMLHttpRequest、Fetch 和 axios 分别是怎样“取消请求”的。；取消 XMLHttpRequest 请求；当请求已经发送了，可以使用 XMLHttpRequest.abort() 方法取消发送，代码示例如下：,2,web前端开发,JavaScript、Promise、HTTP、HTTPS,技术知识
说说你的ES6-ES12的了解,类（class）；模块化(ES Module)；箭头（Arrow）函数；函数参数默认值；模板字符串；解构赋值；延展操作符；对象属性简写；Promise；let和const,3,web前端开发,JavaScript、模板字符串、Promise、async/await,技术知识
用js实现二叉树的定义和基本操作,如果在插入时，root节点为空，则直接将新节点赋给root节点即可。；如果新的节点值小于当前节点值，说明待插入的位置应在在当前节点的左子树上，那么在大于时，就应该在当前节点的右子树上；待删除的节点是叶子节点。；待删除的节点没有左子节点，或者没有右子节点。；待删除的节点的左右子节点均存在。,3,web前端开发,JavaScript、排序、链表、class,场景题
前端跨页面通信，你知道哪些方法？,LocalStorage 或 SessionStorage：这两个 Web 存储 API 可以在不同页面之间共享数据；Cookies：使用 Cookies 也可以在不同页面之间传递数据；PostMessage：window.postMessage() 方法允许从一个窗口向另一个窗口发送消息，并在目标窗口上触发 message 事件；Broadcast Channel：Broadcast Channel API 允许在同一浏览器下的不同上下文（例如，在不同标签页或 iframe 中）之间进行双向通信；SharedWorker：SharedWorker 是一个可由多个窗口或标签页共享的 Web Worker，它可以在不同页面之间进行跨页面通信；IndexedDB：IndexedDB 是浏览器提供的一个客户端数据库，可以在不同页面之间存储和共享数据；WebSockets：WebSockets 提供了全双工的、双向通信通道，可以在客户端和服务器之间进行实时通信,3,web前端开发,JavaScript、Web Worker、localStorage、sessionStorage,技术知识
map 和 forEach 有什么区别？,forEach(): 针对每一个元素执行提供的函数(executes a provided function once for each array element)。；map(): 创建一个新的数组，其中每一个元素由调用数组中的每一个元素执行提供的函数得来(creates a new array with the results of calling a provided function on every element in the calling ar…；能用forEach()做到的，map()同样可以；map()会分配内存空间存储新数组并返回，forEach()不会返回数据。；forEach()允许callback更改原始数组的元素,2,web前端开发,JavaScript、HTTPS、let、Map,技术知识
写出一个函数trans，将数字转换成汉语的输出，输入为不超过10000亿的数字,阿拉伯数字转中文数字；如果传入数字时则最多处理到21位，超过21位js会自动将数字表示成科学计数法，导致精度丢失和处理出错；传入数字字符串则没有限制；@param {number|string} digit；首先，在segment的赋值上，第一次是从0开始，取notBreakSegment的长度，后面每迭代一次notBreakSegment都要在上一个值上加4；其次，第一次处理不用判断上一个分组是否全为0的情形，这里zeroFlag表示每一个分组内存在0的个数，allZeroFalg表示当前分组前面出现的全为0的分组的个数。；此外，在第一次执行时，还处理了只传入为0的情形。,2,web前端开发,JavaScript、let、const,技术知识
怎么把函数中的 arguments 转成数组？,调用数组的原型方法来转换；使用ES6的新语法 Array.from() 来转换；使用 for；利用 ES6 中的 rest 参数转换,2,web前端开发,JavaScript、let、var,技术知识
虚拟dom渲染到页面的时候，框架会做哪些处理？,Diff算法：框架会将新的虚拟DOM与旧的虚拟DOM进行对比，找出它们之间的差异；创建和更新DOM节点：根据Diff算法的结果，框架会创建或更新需要改变的DOM节点；处理事件绑定：框架会重新绑定事件处理程序，以便在更新后正确响应用户交互；卸载节点：如果一个节点在新的虚拟DOM中不存在但在旧的虚拟DOM中存在，框架会从页面上移除该节点；触发生命周期钩子：在渲染到页面后，框架会触发相应的生命周期钩子函数（如Vue中的mounted），以便开发人员可以在适当的时机执行自定义操作。,4,web前端开发,JavaScript、虚拟DOM、diff算法、内存泄漏,技术知识
async/await、generator、promise 这三者的关联和区别是什么？,async/await：是建立在Generator函数的语法糖，可以更方便地实现异步编程；Promise：是一种异步编程模型，可以将回调函数嵌套的代码转换为链式调用；Generator：是一种迭代器，可以通过 yield 表达式暂停代码执行，并通过 next() 方法恢复执行；async/await：是 ES8 引入的新特性，可以让异步编程看起来像同步编程，更加易读易写；Promise：是 ES6 引入的新特性，使用 then() 方法和 catch() 方法注册回调函数，实现异步编程；Generator：是 ES6 引入的新特性，可以通过 yield 表达式暂停和恢复代码执行，实现异步流程控制,5,web前端开发,JavaScript、作用域、Promise、Generator、async/await,技术知识
AST语法树是什么？,解析和验证：通过解析源代码，将其转换为AST之后，可以对代码进行验证和静态分析；优化和转换：AST可以用于执行各种优化操作，例如消除冗余代码、提取共享表达式、内联函数调用等；生成代码：从AST中可以再次生成目标代码，如JavaScript、HTML、CSS等,5,web前端开发,JavaScript、编译,技术知识
如何让 Proxy 去监听基本数据类型？,Proxy无法直接监听基本数据类型（如字符串、数字、布尔值等），因为它们是不可变的；当我们尝试使用Proxy包装基本数据类型时，会得到一个TypeError错误，因为基本数据类型不具有属性和方法。；以下展示了尝试在基本数据类型上应用Proxy时会发生的错误：；如果要监听基本数据类型的更改，最好使用其他方式，例如通过触发事件或调用回调函数来通知更改,3,web前端开发,JavaScript、Proxy、this、const,技术知识
如果空数组调用reduce会发生什么？,当空数组调用reduce()方法时，如果没有提供初始值参数，则会抛出一个TypeError错误；要解决这个问题，可以提供一个初始值参数作为reduce()的第二个参数；以下是对空数组使用reduce()并提供初始值的示例：；在上述代码中，我们通过将初始值设置为0，确保了在空数组的情况下也能正确返回结果。,2,web前端开发,JavaScript、const,技术知识
数组中的reduce方法有用过吗，说说它的具体用途？,如果提供了初始值，则将其作为累积值（accumulator），否则使用数组的第一个元素作为初始累积值。；对于数组中的每个元素，都调用回调函数，并传递当前累积值、当前值、当前索引和原始数组作为参数。；回调函数返回的值作为下一次调用的累积值。；最终，reduce()方法返回最后一次调用回调函数的返回值。,2,web前端开发,JavaScript、const,技术知识
改变this指向的方法有哪些？,使用bind()方法：bind()方法会创建一个新的函数，并将其内部的this绑定到指定的对象；使用箭头函数（Arrow Function）：箭头函数没有自己的this，它会继承外部作用域的this；使用call()或apply()方法：call()和apply()方法可以立即调用函数，并显式指定函数内部的this值,3,web前端开发,JavaScript、作用域、箭头函数、继承,技术知识
addEventListener 第三个参数,capture 可选一个布尔值，表示 listener 会在该类型的事件捕获阶段传播到该 EventTarget 时触发。；once 可选一个布尔值，表示 listener 在添加之后最多只调用一次；passive 可选一个布尔值，设置为 true 时，表示 listener 永远不会调用 preventDefault()；signal 可选[AbortSignal](https://developer.mozilla.org/zh-CN/docs/Web/API/AbortSignal)，该 AbortSignal 的 [abort()](https://developer.mozilla.org/zh-CN/…,3,web前端开发,JavaScript、事件冒泡、HTTPS、接口,技术知识
是否有使用过空值合并运算符（??），举几个可以使用的场景？,空值合并操作符（??） 是一个逻辑操作符，当左侧的操作数为 null 或者 undefined 时，返回其右侧操作数，否则返回左侧操作数。；与逻辑或操作符（||） 不同，逻辑或操作符会在左侧操作数为假值时返回右侧操作数；在这个例子中，我们使用空值合并操作符为常量提供默认值，保证常量不为 null 或者 undefined。；以前，如果想为一个变量赋默认值，通常的做法是使用逻辑或操作符（||）：,2,web前端开发,JavaScript、let、const,技术知识
下面代码的输出是什么？,在上面的代码中，obj 对象包含两个方法 fn1 和 fn2；对于箭头函数，它没有自己的 this 值，也就是说它会捕获上下文中的 this 值，因此 fn1 中的 this 指向的是全局对象 window（或者 undefined，如果运行环境是严格模式）；对于普通函数，它的 this 值是在运行时动态绑定的；接下来，代码中分别使用 new 运算符创建了 obj.fn1 和 obj.fn2 的实例 x 和 y。,3,web前端开发,JavaScript、箭头函数、this,技术知识
导致 JavaScript 中 this 指向混乱的原因是什么？,函数调用方式不同：JavaScript 中函数的调用方式有多种，包括普通函数调用、方法调用、构造函数调用和箭头函数等；丢失绑定：当一个函数被单独调用时，即没有任何对象或上下文与之相关联时，this 将指向全局对象（在浏览器环境中通常是 window 对象）；隐式绑定丢失：当一个方法从对象中切割出来并作为独立函数调用时，隐式绑定将会丢失，导致 this 不再指向原对象；显式绑定问题：使用 .call()、.apply() 或 .bind() 方法可以显式地绑定函数的 this，但如果不小心使用或错误地使用这些方法，也可能导致 this 指向混乱。；箭头函数中的 this：箭头函数没有自己的 this 绑定机制，它会从外围作用域继承 this；异步操作中的 this：在异步函数或回调函数中，this 的指向可能会发生变化，因为它们的执行上下文可能会改变。；使用箭头函数，它能够继承外部作用域的 this。；使用 .bind()、.call() 或 .apply() 方法显式地绑定函数的 this。；使用闭包将需要引用的 this 缓存起来。；在方法调用时确保上下文正确。,3,web前端开发,JavaScript、作用域、箭头函数、闭包、this,技术知识
cookie 的有效时间设置为 0 会怎么样？,Cookie过期时间设置为0，表示跟随系统默认，其销毁与Session销毁时间相同，会在浏览器关闭后删除。,2,web前端开发,JavaScript、Cookie,技术知识
Javscript数组的常用方法有哪些？,push(): 在数组末尾添加一个或多个元素，并返回新数组的长度。；pop(): 移除并返回数组末尾的元素。；unshift(): 在数组开头添加一个或多个元素，并返回新数组的长度。；shift(): 移除并返回数组开头的元素。；concat(): 合并两个或更多数组，并返回新的合并后的数组，不会修改原始数组。；slice(): 从数组中提取指定位置的元素，返回一个新的数组，不会修改原始数组。；splice(): 从指定位置删除或替换元素，可修改原始数组。；indexOf(): 查找指定元素在数组中的索引，如果不存在则返回-1。；lastIndexOf(): 从数组末尾开始查找指定元素在数组中的索引，如果不存在则返回-1。；includes(): 检查数组是否包含指定元素，返回一个布尔值。,2,web前端开发,JavaScript、排序、Map,技术知识
前端的页面截图怎么实现？,使用浏览器自带的截图功能：在 Chrome 浏览器中，可以通过右键菜单或者快捷键 Ctrl + Shift + P 打开“命令菜单”，然后输入“截图”并选择相应选项即可。；使用第三方插件或工具：例如 Awesome Screenshot、Nimbus Screenshot 等浏览器插件，或者 html2canvas、dom-to-image 等 JavaScript 库。；使用 Canvas 绘制：通过 Canvas API 可以绘制出页面内容，并将其导出为图片格式；使用服务器端渲染：对于需要生成动态内容或者需要进行复杂操作的页面，可以使用服务器端渲染技术（如 Node.js 或 PHP）来生成网页截图。；使用浏览器截图功能简单便捷，但是可能无法自定义截图范围和格式；使用第三方插件或工具需要安装额外的软件，而且可能存在安全风险；使用 Canvas 绘制需要掌握一定的 Canvas 编程知识，而且可能会影响性能；使用服务器端渲染则需要对服务器编程有一定的了解。,3,web前端开发,JavaScript、Canvas、DOM、Node.js,技术知识
canvas 和 webgl 有什么区别？,渲染方式：；Canvas：Canvas使用2D渲染上下文（2D context）来绘制图形和图像；WebGL：WebGL（Web Graphics Library）是基于OpenGL ES标准的JavaScript API，它可以利用GPU进行硬件加速的3D图形渲染；功能和复杂性：；Canvas：Canvas提供了简单的2D图形绘制功能，包括绘制基本形状、路径、文本和图像等；WebGL：WebGL提供了强大的3D图形渲染功能，包括高级的着色器编程、纹理映射、深度缓冲、光照效果等；编程难度：；Canvas：使用Canvas进行2D图形绘制相对简单，仅需基本的JavaScript知识和绘图API的了解即可开始绘制。；WebGL：WebGL的编程相对复杂，需要了解着色器编程和3D图形渲染的概念,2,web前端开发,JavaScript、Canvas、WebGL、Context,技术知识
如果要实现一个类似“谷歌图片”的系统，你会有哪些方面的考虑？,设计界面和交互：首先需要设计一个美观、易用的用户界面，包括搜索框、图片展示区、分页、筛选器等；数据获取和处理：接下来需要考虑如何获取和处理图片数据；存储和管理图片：为了提高图片的访问速度和稳定性，需要将图片存储在 CDN 或者对象存储服务上，并建立相应的管理系统，包括上传、删除、修改、备份等功能。；图片搜索和智能推荐：为了提高搜索体验和用户满意度，可以开发一些算法和模型，对图片进行分类、标记和关联，从而实现更精确的搜索和智能推荐功能。；安全和隐私保护：在实现图片搜索和分享的同时，也需要注意安全和隐私保护,5,web前端开发,JavaScript、CDN,技术知识
前端路由 `a -> b -> c`这样前进，也可以返回 `c -> b -> a`，用什么数据结构来存比较高效？,简单直观：栈数据结构易于理解和实现，符合前端路由的基本需求。；高效快速：在栈中压入和弹出元素都是 O(1) 的时间复杂度，不会对页面加载和响应产生太大的影响。；可扩展性：栈数据结构可以很容易地扩展到支持浏览器的前进和后退按钮。,2,web前端开发,JavaScript、时间复杂度,技术知识
说说下面代码的输出是什么？,首先，调用 Foo.a() 方法，输出 4；然后，创建一个 Foo 类型的实例 obj，调用 obj.a() 方法，输出 2；最后，再次调用 Foo.a() 方法，输出 1,2,web前端开发,JavaScript、this,技术知识
说说下面代码的执行过程,定义变量 a 并赋值为 3。；定义一个函数 c，该函数弹出一个对话框显示变量 a 的值。；定义一个立即执行函数，并在其中定义变量 a 并赋值为 4。；在立即执行函数中调用函数 c。；函数 c 弹出一个对话框显示变量 a 的值，此时输出结果为 3。,2,web前端开发,JavaScript、作用域,技术知识
浏览器有哪几种缓存，各种缓存的优先级是什么样的？,强制缓存：通过设置 Cache-Control 和 Expires 等响应头实现，可以让浏览器直接从本地缓存中读取资源而不发起请求。；协商缓存：通过设置 Last-Modified 和 ETag 等响应头实现，可以让浏览器发送条件请求，询问服务器是否有更新的资源；Service Worker 缓存：Service Worker 是一种特殊的 JS 脚本，可以拦截网络请求并返回缓存的响应，以实现离线访问和更快的加载速度等功能。；Web Storage 缓存：包括 localStorage 和 sessionStorage；Service Worker 缓存：由于其可以完全控制网络请求，因此具有最高的优先级，即使是强制缓存也可以被它所覆盖。；强制缓存：如果存在强制缓存，并且缓存没有过期，则直接使用缓存，不需要向服务器发送请求。；协商缓存：如果强制缓存未命中，但协商缓存可用，则会向服务器发送条件请求，询问资源是否更新；Web Storage 缓存：Web Storage 缓存的优先级最低，只有在网络不可用或者其他缓存都未命中时才会生效。,3,web前端开发,JavaScript、Service Worker、协商缓存、localStorage、缓存,技术知识
Promise 的 finally 怎么实现的？,Promise.prototype.finally 方法是 ES2018 引入的一个方法，用于在 Promise 执行结束后无论成功与否都会执行的操作；以下是一个简单的实现方式：；我们定义了一个名为 finally 的函数，它使用了 Promise 原型链的方式实现了 finally 方法；可以看到，在实现中，我们首先通过 this.constructor 获取当前 Promise 实例的构造函数，然后分别处理 Promise 的 resolved 和 rejected 状态的情况,5,web前端开发,JavaScript、原型链、Promise、this,技术知识
Promise then 第二个参数和catch的区别是什么？,Promise 的 then 方法和 catch 方法都是用于处理 Promise 的 rejected 状态的情况：then 方法的第二个参数；catch 方法,3,web前端开发,JavaScript、Promise,技术知识
generator 是怎么做到中断和恢复的？,Generator 是一种特殊的函数类型，可以在函数执行过程中暂停和恢复执行；当 Generator 函数被调用时，它并不会立即执行，而是返回一个迭代器对象；例如，下面是一个简单的 Generator 函数示例：；在这个示例中，myGenerator() 函数包含三个 yield 表达式，每次调用迭代器对象的 next() 方法都会从上一次执行的位置继续执行，直到遇到下一个 yield 表达式或函数结束。,3,web前端开发,JavaScript、Generator、const,技术知识
为什么要区分宏任务和微任务？它们的执行优先级是什么？,setTimeout 和 setInterval 定时器；DOM 事件处理程序；AJAX 请求的回调函数；script 标签的加载和执行；Promise 的 then 方法和 catch 方法；async/await 中的 await 表达式；MutationObserver 监听器,3,web前端开发,JavaScript、MutationObserver、Promise、async/await,技术知识
说说你对 webpack5 模块联邦的了解？,多个应用程序之间可以共享代码和模块，从而减少重复代码量。；应用程序可以更加灵活地划分为更小的子应用程序，从而降低应用程序的复杂度。；可以避免在应用程序之间传递大量数据，从而提高应用程序的性能和效率。；可以支持应用程序的动态加载和升级，从而实现更好的版本管理和迭代。,4,web前端开发,JavaScript、模块联邦、Webpack,技术知识
Web Worker 是什么？,独立线程：Web Worker 可以在独立的线程中运行 JavaScript 代码，从而避免了在主线程中运行耗时任务的风险。；沙箱环境：Web Worker 运行的 JavaScript 代码在一个受限的沙箱环境中，不能访问与主线程共享的 DOM、全局变量等资源，从而保证了数据安全性和代码稳定性。；事件通信：Web Worker 可以通过事件来与主线程进行通信，从而实现线程间的数据传递和同步操作。,3,web前端开发,JavaScript、Web Worker、DOM、线程,技术知识
说说你对 ToPrimitive 的理解,如果该值已经是原始类型，则直接返回该值。；如果该值是对象，则按照以下步骤进行转换：；调用 valueOf() 方法并返回结果，如果结果是原始类型则直接返回该结果。；调用 toString() 方法并返回结果，如果结果是原始类型则直接返回该结果。；如果都不是原始类型，则抛出 TypeError 异常。,2,web前端开发,JavaScript、Symbol、let,技术知识
如果要设计一个转盘组件，你会考虑哪些方面？有哪些是需要和业务方确认的技术细节？另外，如何从前端的角度进行防刷？,功能需求：明确组件的功能需求，例如抽奖逻辑、转盘样式和动画效果等。；技术选型：选择合适的技术实现该组件，例如 CSS3 动画或 Canvas 绘图等。；数据处理：处理与后端交互的数据流程和数据结构，例如抽奖机会计数、奖品种类和数量等。；用户体验：优化用户体验，例如加载速度、响应时间、错误提示和动画效果等。；安全性：确保组件的安全性，例如防止刷奖、重复领奖和作弊等。；抽奖规则：确定抽奖规则和奖品设置，并与业务方协商奖品库存、中奖概率和兑换方式等。；后端接口：制定与后端交互的接口规范，包括请求参数、返回结果和接口安全验证等。；防刷策略：与业务方协商防刷策略，例如限制 IP 访问频率、验证码验证和前端 JS 加密等。；奖品发放：与业务方协商奖品发放方式和时机，例如邮寄地址、核验身份和奖品兑换码等。；限制抽奖次数：记录用户的抽奖次数，并且在达到限制条件时禁止继续抽奖。,3,web前端开发,JavaScript、Canvas、HTTPS、接口,技术知识
说说下面代码执行后的输出是什么？,代码预解析时，会将var b进行变量提升，此时b没有被赋值(b=undefined) (这里有人会说这里明明有个函数表达式呀，为什么没有进入变量提升，因为IIFE自带有词法作用域(我们常理解得作用域))；发现没有可以变量提升得时候将b赋值为10，此时会将b 赋值为10(b=10)；碰到了立即执行函数，会执行其内边的函数 function b()；IIFE作用域中定义b = function b(){}；碰到了b = 20，会顺着作用域链寻找是否存在b，发现IIFE作用域中存在b，将IIFE作用域中的b赋值为20(b=20)(因为函数表达式特性，标识符无法被修改，所以这里执行失败)；执行console.log(b)，此时的b会找IIFE中的作用域看看是否存在b，发现其内边存在，将其返回,3,web前端开发,JavaScript、作用域链、作用域、变量提升,技术知识
怎么使用 Math.max、Math.min 获取数组中的最值？,`Math.min()`和`Math.max()`用法比较类似：：apply；扩展运算符,2,web前端开发,JavaScript、const,技术知识
怎么实现虚拟列表？,计算可见区域：首先需要计算出当前可见区域内的列表项数量和位置。；渲染可见区域：只渲染当前可见区域内的列表项，而不是整个列表。；动态调整列表高度：由于只渲染了部分列表项，因此需要动态调整列表容器的高度，以确保滚动条可以正确地显示并且用户可以滚动整个列表。；延迟加载非可见区域：当用户滚动列表时，需要根据当前滚动位置动态加载非可见区域的列表项，以便在用户滚动到该区域时能够及时显示。；虚拟 DOM：使用虚拟 DOM 技术可以减少每次重新渲染时需要操作真实 DOM 的次数，从而提高渲染性能。；懒加载：懒加载可以延迟加载非可见区域的列表项，从而减少不必要的网络请求和资源占用。；缓存：缓存可以在滚动时快速复用已经渲染的列表项，从而减少重新渲染的次数。；预测算法：使用预测算法可以根据当前滚动位置和滚动速度来预测用户可能查看的区域，并提前加载该区域的列表项，以提高用户体验。,5,web前端开发,JavaScript、虚拟列表、懒加载、DOM,技术知识
说说对 requestIdleCallback 的理解,requestIdleCallback 是一个浏览器 API，它允许我们在浏览器空闲时执行一些任务，以提高网页的性能和响应速度。；通常情况下，JavaScript 代码会占用主线程，从而阻塞了其他的任务；requestIdleCallback 的作用就是将一些非关键性的任务从主线程中分离出来，等到浏览器闲置时再执行；使用 requestIdleCallback 需要传入一个回调函数，该函数会在浏览器空闲时被调用,3,web前端开发,JavaScript、线程,技术知识
以下等式是成立的吗：1\_000\_000 === 1000000 ？,1_000_000 === 1000000 的结果为 true；1_000_000 中使用了 _，这是数字分隔符规范(Numeric Separators)，也就是允许在数字值中使用下划线来提高数值的可读性。；如果我们尝试写十亿这样的值，可以通过用下划线分隔数字来提高可读性。；数字分隔符规范不仅支持整数，还支持各种数字格式：,2,web前端开发,JavaScript、let,技术知识
页面加载的过程中，JS 文件是不是一定会阻塞 DOM 和 CSSOM 的构建？,JavaScript文件被放置在head标签内部；JavaScript代码修改了DOM结构；通过设置 script 标签的 async 、defer 属性避免阻塞DOM和CSSOM的构建；async：异步加载JavaScript文件，脚本的下载和执行将与其他工作同时进行（例如从服务器请求其他资源、渲染页面等），而不必等到脚本下载完成才开始这些操作；defer属性 ：属性也告诉浏览器立即下载脚本文件，但有一个重要的区别：当文档解析时，脚本不会执行，直到文档解析完成后才执行；Web Workers ：Web Workers 是一种运行在后台线程的JavaScript脚本，它不会阻塞DOM和CSSOM的构建，并且可以利用多核CPU提高JavaScript代码执行速度。,3,web前端开发,JavaScript、Web Worker、重绘、DOM,技术知识
var、let、const之间有什么区别？,变量提升；暂时性死区；块级作用域；重复声明；修改声明的变量；创建变量，在内存中开辟空间；初始化变量，将变量初始化为undefined；真正赋值；let 的「创建」过程被提升了，但是初始化没有提升。；var 的「创建」和「初始化」都被提升了。,3,web前端开发,JavaScript、作用域、变量提升、暂时性死区、let,技术知识
说说你对轮询的理解,轮询是指在一定的时间间隔内，定时向服务器发送请求，获取最新数据的过程；轮询和长轮询有什么区别？；轮询是在固定的时间间隔内向服务器发送请求，即使服务器没有数据更新也会继续发送请求；前端轮询的实现方式有哪些？,2,web前端开发,JavaScript、HTTP、WebSocket、SSE,技术知识
ES6有哪些新特性？,ES6是对于ES2015+的俗称，也可以说是通常叫法，那么，ES6是什么呢？；解决原有语法上的一些不足；对原有语法进行增强；全新的对象、全新的方法、全新的功能；全新的数据类型和数据结构；let、const 块级作用域以及和 var 的区别；let、const 声明的变量，在 for，if 语句中，会形成块级作用域，块级作用域内的变量，不能被作用域外部使用；let、const 声明变量不再会有声明提升，在变量声明之前使用运行时会报错；块级作用域声明变量，会出现“暂时性死区”，块级作用域声明变量前使用变量，将会报错；const 声明的是一个常量，声明必须初始化,3,web前端开发,JavaScript、作用域、模板字符串、暂时性死区,技术知识
Reflect是什么？,apply：类似 Function.prototype.apply；Reflect.construct()；Reflect.defineProperty()；Reflect.deleteProperty()；Reflect.get()；Reflect.getOwnPropertyDescriptor()；Reflect.getPrototypeOf()；Reflect.has()；Reflect.isExtensible()；Reflect.ownKeys(),3,web前端开发,JavaScript、Object.defineProperty、Promise、Reflect,技术知识
cookie、localStorage和sessionStorage 三者之间有什么区别？,cookie：可设置失效时间，没有设置的话，默认是关闭浏览器后失效；localStorage：除非被手动清除，否则将会永久保存。；sessionStorage： 仅在当前网页会话下有效，关闭页面或浏览器后就会被清除。；cookie：4KB左右；localStorage和sessionStorage：可以保存5MB的信息。；cookie：每次都会携带在HTTP头中，如果使用cookie保存过多数据会带来性能问题；localStorage和sessionStorage：仅在客户端（即浏览器）中保存，不参与和服务器的通信；cookie：需要程序员自己封装，原生的 Cookie API 不友好；localStorage和sessionStorage：原生 API 可以接受，亦可再次封装来对Object和Array有更好的支持,2,web前端开发,JavaScript、作用域、跨域、localStorage、sessionStorage,技术知识
null 和 undefined 有什么区别？,首先 Undefined 和 Null 都是基本数据类型，这两个基本数据类型分别都只有一个值，就是 undefined 和 null。；undefined 代表的含义是未定义，null 代表的含义是空对象；undefined 在 JavaScript 中不是一个保留字，这意味着可以使用 undefined 来作为一个变量名，但是这样的做法是非常危险的，它会影响对 undefined 值的判断；当对这两种类型使用 typeof 进行判断时，Null 类型化会返回 “object”，这是一个历史遗留的问题,2,web前端开发,JavaScript,技术知识
