题目,答案要点,难度,相关岗位,标签,题目类型
Unity 里组件序列化数据丢失或 Missing Script，常见原因有哪些？,常见原因：脚本类名/命名空间/程序集变更导致序列化字段对不上；预制体或场景合并冲突；引用丢失（Missing Script）；导入器或版本升级改变序列化格式；误删资源或 GUID 变化；插件不兼容。应规范重命名、用版本控制比对 YAML、避免随意改 .meta。,2,Unity客户端开发,综合,技术知识
Alpha 混合（Alpha Blend）大致是如何工作的？,Alpha Blend 实现透明效果，不过只能针对某块区域进行alpha操作，透明度可设。,4,Unity客户端开发,综合,技术知识
本影与半影是什么？阴影计算的大致思路是什么？,本影 和 半影 ： 本影：景物表面上那些没有被光源直接照射的区域（全黑的轮廓分明的区域）。 半影：景物表面上那些被某些特定光源直接照射但并非被所有特定光源直接照射的区域（半明半暗区域） 工作原理：从光源处向物体的所有可见面投射光线，将这些面投影到场景中得到投影面，再将这些投影面与场景中的其他平面求交得出阴影多边形，保存这些阴影多边形信息，然后再按视点位置对场景进行相应处理得到所要求的视图（利用空间换时间，每次只需依据视点位置进行一次阴影计算即可，省去了一次消隐过程）,4,Unity客户端开发,综合,项目经历深挖
什么是 Mipmap？有什么作用？,MipMapping ：在三维计算机图形的贴图渲染中有常用的技术，为加快渲染进度和减少图像锯齿，贴图被处理成由一系列被预先计算和优化过的图片组成的文件，这样的贴图被称为MipMap。,2,Unity客户端开发,综合,技术知识
接口（interface）与抽象类（abstract class）有什么不同？,语法不同处 ： 抽象类中可以有字段，接口没有。 抽象类中可以有实现成员，接口只能包含抽象成员。 抽象类中所有成员修饰符都可以使用，接口中所有的成员都是对外的，所以不需要修饰符修饰。 用法不同处 ： 抽象类是概念的抽象，接口关注于行为。 抽象类的子类与父类的关系是泛化关系，耦合度较高，而实现类和接口之间是实现的关系，耦合度比泛化低。 一个类只能继承一个类，但是可以实现多个接口。,2,Unity客户端开发,接口与抽象类,技术知识
.NET 与 Mono 是什么关系？对 Unity 有什么意义？,mono是.net的一个开源跨平台工具，就类似java虚拟机，java本身不是跨平台语言，但运行在虚拟机上就能够实现了跨平台。 .net只能在windows下运行，mono可以实现跨平台编译运行，可以运行于Linux，Unix，Mac OS等。,2,Unity客户端开发,综合,技术知识
Unity 脚本主要使用什么语言？历史上还支持过哪些？,Unity的脚本语言基于Mono的.Net平台上运行，可以使用.NET库，这也为XML、数据库、正则表达式等问题提供了很好的解决方案。 Unity里的脚本都会经过编译，他们的运行速度也很快。这三种语言实际上的功能和运行速度是一样的，区别主要体现在语言特性上。 Unity支持的语言：C#，UnityScript（已弃用）,1,Unity客户端开发,综合,技术知识
Unity 项目能否使用多线程？使用线程时要注意什么？,可以：.NET 线程池/Task 可在后台做纯计算与 IO；但除少数线程安全 API 外，不能在子线程直接访问 UnityEngine 对象，需把结果封送回主线程（如主线程队列、SynchronizationContext）。协程仍在主线程执行，不是多线程。LoadSceneAsync 等为异步加载但引擎 API 使用规则仍需遵守。,4,Unity客户端开发,综合,场景题
切换场景后如何让某个 GameObject 不被销毁？,DontDestroyOnLoad ( transform . gameObject ) ;,2,Unity客户端开发,综合,技术知识
记录 GameObject 空间变换的组件叫什么？它的父类是什么？,Transform 父类是 Component,2,Unity客户端开发,综合,技术知识
向量点乘、叉乘与归一化分别有什么几何意义？,叉乘 几何意义：得到一个与这两个向量都垂直的向量，这个向量的模是以两个向量为边的平行四边形的面积 点乘 几何意义：可以用来表征或计算两个向量之间的夹角，以及在b向量在a向量方向上的投影 点乘描述了两个向量的相似程度，结果越大两向量越相似，还可表示投影 叉乘得到的向量垂直于原来的两个向量 标准化向量：用在只关系方向，不关心大小的时候,2,Unity客户端开发,综合,技术知识
矩阵相乘在图形学里常表示什么？使用时要注意什么？,用于表示线性变换：旋转、缩放、投影、平移、仿射 注意矩阵的蠕变：误差的积累,2,Unity客户端开发,综合,技术知识
高速小物体撞击大物体时容易出现什么物理问题？在 Unity 中如何缓解？,穿透（碰撞检测失败）（例如CS射击游戏，可以使用开枪时发射射线，射线碰撞到则掉血击中）,2,Unity客户端开发,综合,技术知识
早期 Unity 内置 IMGUI/方案在移动项目上为何常被替代？,不美观，OnGUI很耗费时间，使用不方便,2,Unity客户端开发,综合,项目经历深挖
不同屏幕分辨率下，如何让 UGUI 布局保持一致、不乱版？,多屏幕分辨率下的UI布局一般考虑两个问题： 布局元素的位置，即屏幕分辨率变化的情况下，布局元素的位置可能固定不动，导致布局元素可能超出边界； 布局元素的尺寸，即在屏幕分辨率变化的情况下，布局元素的大小尺寸可能会固定不变，导致布局元素之间出现重叠等功能。 为了解决这两个问题，在Unity GUI体系中有两个组件可以来解决问题，分别是布局元素的Rect Transform和Canvas的Canvas Scaler组件。,1,Unity客户端开发,综合,技术知识
OnBecameVisible / OnBecameInvisible 何时触发？这对回调通常用来做什么？,当物体是否可见切换之时。可以用于只需要在物体可见时才进行的计算。,1,Unity客户端开发,综合,技术知识
动态合批与静态合批分别是什么？各有什么取舍？,如果动态物体共用着相同的材质，那么Unity会自动对这些物体进行批处理。 动态批处理操作是自动完成的，并不需要你进行额外的操作。 区别 ：动态批处理一切都是自动的，不需要做任何操作，而且物体是可以移动的，但是限制很多。静态批处理：自由度很高，限制很少，缺点可能会占用更多的内存，而且经过静态批处理后的所有物体都不可以再移动了。,1,Unity客户端开发,UI,技术知识
Unity 内置常见光源类型有哪些？,四种。 平⾏光：Directional Light 点光源：Point Light 聚光灯：Spot Light 区域光源：Area Light,2,Unity客户端开发,综合,技术知识
Lightmap（光照贴图）是什么？有什么用处？,LightMap：就是指在三维软件里实现打好光，然后渲染把场景各表面的光照输出到贴图上，最后又通过引擎贴到场景上，这样就使物体有了光照的感觉。,1,Unity客户端开发,综合,技术知识
Unity 与 Cocos 系引擎在语言、生态上有什么常见差异？,Unity支持C#、JavaScript等，cocos2d x 支持c++、Html5、Lua等。 cocos2d 开源 并且免费 Unity支持iOS、Android、Flash、Windows、Mac、Wii等平台的游戏开发，cocos2d x支持iOS、Android、WP等。,1,Unity客户端开发,综合,场景题
获取、添加、删除组件常用哪些 API？,获取：GetComponent 增加：AddComponent 删除：Destroy,2,Unity客户端开发,综合,技术知识
相机 Clipping Planes（Near/Far）的作用是什么？调节时要注意什么？,剪裁平面 。从相机到开始渲染和停止渲染之间的 距离。,2,Unity客户端开发,综合,场景题
Unity 里组件序列化数据丢失或 Missing Script，常见原因有哪些？,在Unity中，组件上出现数据丢失的情况可能是由于多种原因，其中包括： 对象被删除：当组件所绑定的物体对象被删除时，与之关联的数据也会一并丢失。 内存不足：如果设备的内存不足以容纳所有数据，可能会导致数据丢失或损坏。 文件损坏：如果Unity项目的文件受到损坏，可能会导致组件上的数据出现问题。 未正确保存：如果在编辑器中未正确保存对组件所做的更改，可能会导致数据丢失。 使用了不兼容的插件或脚本：某些第三方插件或脚本可能与Unity编辑器或游戏引擎不兼容，从而导致数据丢失或组件功能异常。 为了避免在Unity中出现数据丢失的情况，建议定期备份项目、及时保存更改、确保足够的内存和磁盘空间、以及避免使用未经测试或不信任的第三方插件或脚本。,2,Unity客户端开发,综合,技术知识
如何在 Game 视图查看 Stats？Draw Call 过高时常见优化思路有哪些？,在Game视图右上角点击Stats。降低Draw Call 的技术是Draw Call Batching,2,Unity客户端开发,综合,场景题
Alpha Test（裁剪透明）适合什么场合？与 Alpha Blend 相比效果有何不同？,"Alpha Test,中文就是透明度测试。 简而言之就是V&F shader中最后fragment函数输出的该点颜色值（即上一讲frag的输出half4）的alpha值与固定值进行比较。Alpha Test语句通常于Pass{}中的起始位置。Alpha Test产生的效果也很极端，要么完全透明，即看不到，要么完全不透明。",4,Unity客户端开发,综合,行为题
四元数在表示旋转时有什么作用？,用于表示与插值旋转，相对欧拉角可避免万向节锁、数值更稳定；Unity 中 transform.rotation 为 Quaternion，可用 Quaternion.Slerp/Lerp 等做平滑旋转。,2,Unity客户端开发,综合,场景题
相机 Clear Flags 设为 Depth only 表示什么？常用于什么组合？,仅按深度清除/写入深度缓冲而保留颜色缓冲（常与多相机叠加有关）：该相机一般不清屏颜色，用于在已有画面上叠加角色、UI 等分层渲染，需配合 Culling Mask 与 Depth 排序使用。,2,Unity客户端开发,综合,场景题
切换场景后如何让某个 GameObject 不被销毁？,void Awake ( ) { DontDestroyOnLoad ( transform . gameObject ) ; },2,Unity客户端开发,综合,技术知识
把物体标为 Static 对渲染与烘焙有什么影响？,设置游戏对象为Static将会剔除（或禁用）网格对象当这些部分被静态物体挡住而不可见时。因此，在你的场景中的所有不会动的物体都应该标记为Static。,2,Unity客户端开发,综合,场景题
导入贴图时 Texture Type 选 Texture 与选 Sprite 有什么区别？,Sprite作为UI精灵使用，Texture作用模型贴图使用。,1,Unity客户端开发,综合,技术知识
什么是 Draw Call？过高有什么影响？常见降低手段有哪些？,Unity中，每次引擎准备数据并通知GPU的过程称为一次Draw Call。DrawCall越高对显卡的消耗就越大。降低DrawCall的方法： Dynamic Batching Static Batching 高级特性Shader降级为统一的低级特性的Shader。,3,Unity客户端开发,综合,技术知识
简述四元数的作用，四元数对欧拉⻆的优点？,四元数⽤于表示旋转，对旋转⻆度进⾏计算时⽤到四元数 相对欧拉⻆的优点： 1）能进⾏增量旋转 2）避免万向锁 3）给定⽅位的表达⽅式有两种，互为负（欧拉⻆有⽆ 数种表达⽅式）,1,Unity客户端开发,综合,技术知识
运行时 AddComponent 添加脚本后，哪些生命周期函数会在何时被调用？,对于AddComponent添加的脚本，其Awake，Start，OnEnable是在Add的当前帧被调用的 其中Awake，OnEnable与AddComponent处于同一调用链上 Start会在当前帧稍晚一些的时候被调用，Update则是根据Add调用时机决定何时调用：如果Add是在当前帧的Update前调用，那么新脚本的Update也会在当前帧被调用，否则会被延迟到下一帧调用。,2,Unity客户端开发,综合,场景题
Unity 中 LayerMask 与物理射线层剔除如何理解？,用layermask ，通过位运算的方式去设置 在代码中使用时如何开启某个Layers？ LayerMask mask = 1 LayerMask mask = 0 举几个例子： LayerMask mask = 1 2 ; 表示开启Layer2。 LayerMask mask = 0 5 ; 表示关闭Layer5。 LayerMask mask = 1 2 1 8 ; 表示开启Layer2和Layer8。 LayerMask mask = 0 3 0 7 ; 表示关闭Layer3和Layer7。,2,Unity客户端开发,综合,技术知识
顶点着色器与片元（像素）着色器分别处理什么？,顶点着⾊器是⼀段执⾏在GPU上的程序，⽤来取代 fixed pipeline中的transformation和lighting，Vertex Shader主要操作顶点。‘’ 像素着色器实际上就是对每一个像素进行光栅化的处理期间，在GPU上运算的一段程序。 不同与顶点着色器，像素着色器不会以软件的形式来模拟像素着色器。 像素着色器实质上是取代了固定功能流水线中多重纹理的环节，而且赋予了我们访问单个像素以及访问每一个像素纹理坐标的能力,4,Unity客户端开发,综合,行为题
UGUI 里 Canvas 的三种渲染模式分别是什么？Canvas Scaler 的 UI Scale Mode 有哪些？,屏幕空间 覆盖模式(Screen Space Overlay) ，Canvas创建出来后，默认就是该模式，该模式和摄像机无关，即使场景内没有摄像机，UI游戏物体照样渲染 屏幕空间：电脑或者手机显示屏的2D空间，只有x轴和y轴 覆盖模式：UI元素永远在3D元素的前面 屏幕空间 摄像机模式(Screen Space Camera) ，设置成该模式后需要指定一个摄像机游戏物体，指定后UGUI就会自动出现在该摄像机的“投射范围”内，和NGUI的默认UI Root效果一致，如果隐藏掉摄像机，UGUI当然就无法渲染 世界空间模式(WorldSpace) ，设置成该模式后UGUI就相当于是场景内的一个普通的“Cube 游戏模型”，可以在场景内任意的移动UGUI元素的位置，通常用于怪物血条显示和VR开发 缩放模式： Property: Function: UI Scale Mode Canvas中UI元素的缩放模式 Constant Pixel Size 使UI保持自己的尺寸，与屏幕尺寸无关。,3,Unity客户端开发,综合,场景题
有限状态机（FSM）是什么？在游戏里为什么常用？,FSM是一种数据结构，它由以下几个部分组成： 内在的所有状态（必须是有限个） 输入条件 状态之间起到连接性作用的转换函数 为什么要用FSM？因为它编程快速简单，易于调试，性能高，与人类思维相似从而便于梳理，灵活且容易修改 FSM的描述性定义： 一个有限状态机是一个设备，或是一个模型，具有有限数量的状态。它可以在任何给定时间根据输入进行操作，使得系统从一个状态转换到另一个状态，或者是使一个输出或者一种行为的发生，一个有限状态机在任何瞬间只能处于一种状态。State 状态基类，定义了基本的Enter，Update，Exit三种状态行为，通常在这三种状态行为的方法里会写一些逻辑。每个State都会有StateID（状态id，可以是枚举等），FSMControl（控制该状态的状态控制器的引用），Check方法（用来进行状态判断，并返回StateID，通过FSMControl驱动） FSMControl，包含了一下FSMMachine，封装层。,3,Unity客户端开发,综合,技术知识
你使用过哪些 Unity 插件？能结合项目说明用途吗？,结合简历选 2～3 个展开：解决什么问题、如何接入、性能与版本坑。示例插件： shader graph 制作shader光影效果 cinemachine+timeline+postprocessingstack 制作过场动画 nodecanvas 制作怪物ai easytouch 手游触摸控制 DoTween 动画插件 Fungus 对话插件 3D WebView 浏览器插件 Vectrosity 划线插件 AVPro Video 视频播放插件,4,Unity客户端开发,综合,技术知识
Unity 中物理射线检测是如何判定物体碰撞的？,从起点沿方向与场景中的 Collider 求交，返回是否命中及 RaycastHit（点、法线、距离、Collider 等）；可配合 LayerMask、最大距离与 QueryTriggerInteraction；常用于拾取、射击判定、地面检测等。,4,Unity客户端开发,物理,项目经历深挖
Unity 物理系统里的「链条关节」通常指什么？,Unity 中对应名称多为 Hinge Joint（铰链关节）：绕轴相对旋转，常用来模拟门、铰链等；若题目指「链条」式距离约束，更接近 Configurable Joint 等组合，而非 Hinge 的字面直译。,2,Unity客户端开发,综合,技术知识
Unity 中两个物体发生物理碰撞需要满足哪些条件？,双方对象都需有 Collider；至少一方需有 Rigidbody（刚体）参与动力学模拟；触发器模式（Is Trigger）走 OnTrigger 回调而非物理碰撞。,2,Unity客户端开发,物理,技术知识
碰撞持续期间会经历哪几个阶段？分别对应哪些回调函数？,OnCollisionEnter OnCollisionStay OnCollisionExit,2,Unity客户端开发,物理,场景题
Unity 中 Collider 与 Trigger（Is Trigger）有什么区别？,碰撞器是触发器的载体，而触发器只是碰撞器身 上的一个属性。 当Is Trigger=false时，碰撞器根据物理引擎引发 碰撞，产生碰撞的效果，可以调用 OnCollisionEnter/Stay/Exit函数; 当Is Trigger=true时，碰撞器被物理引擎所忽略， 没有碰撞效果，可以调用OnTriggerEnter/Stay/ Exit函数。 如果既要检测到物体的接触又不想让碰撞检测影 响物体移动或要检测一个物件是否经过空间中的 某个区域这时就可以用到触发器,1,Unity客户端开发,物理,技术知识
Unity 中物理射线检测是如何判定物体碰撞的？,从起点沿方向与场景中的 Collider 求交，返回是否命中及 RaycastHit（点、法线、距离、Collider 等）；可配合 LayerMask、最大距离与 QueryTriggerInteraction；常用于拾取、射击判定、地面检测等。,4,Unity客户端开发,物理,行为题
高速小物体撞击大物体时容易出现什么物理问题？在 Unity 中如何缓解？,易出现隧道效应（Tunneling），离散时间步内快速小球体穿过薄碰撞体而不触发碰撞。可用连续碰撞检测（CCD）、缩小时间步、Physics.SphereCast 轨迹检测、加厚碰撞体或改用射线/扫掠体预判等方式缓解。,2,Unity客户端开发,综合,技术知识
请简述 Unity 中物理射线检测（Raycast）的基本原理？,从起点沿方向与场景中的 Collider 求交，返回是否命中及 RaycastHit（点、法线、距离、Collider 等）；可配合 LayerMask、最大距离与 QueryTriggerInteraction；常用于拾取、射击判定、地面检测等。,4,Unity客户端开发,物理,技术知识
UGUI 中 Image 与 RawImage 有什么区别？各自适合哪些场景？,Image 使用 Sprite，支持九宫格/平铺等 Image Type，适合交互与样式丰富的 UI；RawImage 直接引用 Texture，适合视频帧、RenderTexture、动态图等。一般界面控件多用 Image，简单贴图展示可用 RawImage；同屏大量 UI 时注意合批与图集策略。,1,Unity客户端开发,UI,技术知识
使用 Unity 制作 2D 游戏常见有哪几种思路？,使用本身UGUI，UGUI是Unity官方推出的最新UI系统，UI就是UserInterface。 把摄像机的投影改为正交投影，不考虑Z轴. 使用Unity自身的2D模式，在2d模式中，层级视图中只有一个正交摄像机，场景视图选择的是2D模式。 使用2D TooKit插件，2D Toolkit是一组与Unity环境无缝集成的工具，提供高效的2D精灵和文本系统。,2,Unity客户端开发,综合,技术知识
导入贴图时 Texture Type 选 Texture 与选 Sprite 有什么区别？,Sprite作为UI精灵使用，Texture作用模型贴图使用。,1,Unity客户端开发,综合,技术知识
不同屏幕分辨率下，如何让 UGUI 布局保持一致、不乱版？,屏幕分辨率的自适应 性，原理就是计算出屏幕的宽高比跟原来的预设 的屏幕分辨率求出一个对比值，然后修改摄像机 的size。,3,Unity客户端开发,综合,项目经历深挖
Unity 中 Avatar 的作用是什么？和 Humanoid 动画重定向有什么关系？,用户提供的模型骨架和Unity的骨架结构进行适配，是一种骨架映射关系。 方便动画的重定向 AnimationType有三种类型 Humanoid人型：可以动画重定向，游戏对象挂载animator，子类原始模型+重定向模型，设置原始模型和使用模型的AnimationType为Humanoid类型 Generic非人型 Legacy旧版 Avatar Mask身体遮罩，身体某一部分是否受到动画影响 反向动力学 IK，通过手或脚来控制身体其他部分,2,Unity客户端开发,综合,项目经历深挖
Legacy Animation 组件里的 CrossFade 是做什么的？,Legacy Animation 组件上的交叉淡入淡出：在指定时长内平滑过渡到目标动画，同时淡出其他正在播放的动画，用于减少动作切换时的跳变。,2,Unity客户端开发,综合,项目经历深挖
请列举并说明 Legacy Animation 组件常用的若干 API（如 Play、CrossFade、Blend 等）？,AddClip 将 clip 添加到名称为 newName 的动画中。 Blend 在后续 time 秒中将名称为 animation 的动画向 targetWeight 混合。 CrossFade 在后续 time 秒的时间段内，使名称为 animation 的动画淡入，使其他动画淡出。 CrossFadeQueued 使动画在上一个动画播放完成后交叉淡入淡出。 IsPlaying 名称为 name 的动画是否正在播放？ PlayQueued 在先前的动画播放完毕后再播放动画。 RemoveClip 从动画列表中移除剪辑。 Sample 对当前状态的动画进行采样。 Stop 停止所有使用该动画启动的正在播放的动画。,2,Unity客户端开发,综合,技术知识
Skinned Mesh 动画的大致实现思路是什么？,SkinnedMesh蒙皮网格动画 分为骨骼和蒙皮两部分 骨骼是一个层次结构，存储了骨骼的Transform数据 蒙皮是mesh顶点附着在骨骼之上，顶点可以被多个骨骼影响，决定了其权重等， 还有将顶点从Mesh空间变换到骨骼空间~,3,Unity客户端开发,综合,技术知识
Unity 协程主要用来做什么？,协程Coroutine在Unity中一直扮演重要的角色。 可以实现简单的计时器、将耗时的操作拆分成几个步骤分散在每一帧去运行等等，而尽量不阻塞主线程运行。,2,Unity客户端开发,协程,技术知识
Unity 里的「协同程序」（协程）是什么？它和线程是一回事吗？,协程由 Unity 在主线程上调度，通过 IEnumerator/yield 分片执行；它不是操作系统线程，不能并行访问大部分引擎 API，适合延时、分帧、串行异步流程。,1,Unity客户端开发,综合,场景题
Unity 中如何启动和停止协程？协程适合做什么？有什么局限？,"官方案例 ) function Start ( ) { // After 0 seconds, prints ""Starting 0.0"" // After 0 seconds, prints ""Before WaitAndPrint Finishes 0.0 "" // After 2 seconds, prints ""WaitAndPrint 2.0"" // 先打印""Starting 0.0""和""Before WaitAndPrint Finishes 0.0 ""两句,2秒后打印"" WaitAndPrint 2.0 "" print ("" Starting "" + Time . time ) ;// Start function WaitAndPrint as a coroutine. And continue execution while it is running // this is the same as WaintAndPrint(2.0) as the compiler d",5,Unity客户端开发,综合,技术知识
在不同 Unity 工程之间迁移资源时，怎样做比较安全？常见做法有哪些？,连同 Library 一起拷贝工程；导出 UnityPackage；或使用版本控制只提交 Assets 与 ProjectSettings（团队规范下）；旧版还可借助 Asset Server。注意 .meta 与 GUID 成对提交，避免引用丢失。,2,Unity客户端开发,综合,项目经历深挖
PlayerPrefs 如何读写整型？还支持哪些数据类型？适用场景是什么？,本地键值持久化，常用 SetInt/GetInt；另有 SetFloat/GetFloat、SetString/GetString。适合少量设置项，不适合存档大量结构化数据；修改后可调用 PlayerPrefs.Save()（部分平台）。,2,Unity客户端开发,综合,项目经历深挖
客户端与服务器常见有哪些通信方式？,"socket通常也称作""套接字"",实现服务器和客户端之间的物理连接，并进行数据传输，主要有UDP和TCP两个协议。Socket处于网络协议的传输层。 协议传输的主要有http协议 和基于http协议的Soap协议（web service）,常见的方式是 http 的post 和get 请求，web 服务。",2,Unity客户端开发,综合,行为题
什么是序列化？在游戏或网络场景里有什么用？,序列化 简单理解成把对象转换为容易传输的格式的过程。 ⽐如，可以序列化⼀个对象，然后使⽤HTTP通过Internet在客户端和服务器端之间传输该对象,2,Unity客户端开发,综合,技术知识
UDP 与 TCP 分别是什么？主要区别有哪些？,UDP协议全称是用户数据报协议 面向无连接 面向报文， 不可靠性， 有单播，多播，广播的功能 头部开销小，传输数据报文时是很高效的。 TCP协议全称是传输控制协议是一种面向连接的、可靠的、基于字节流的传输层通信协议。三次握手、四次挥手 TCP： 面向连接 仅支持单播传输 面向字节流 可靠传输 提供拥塞控制 TCP提供全双工通信,1,Unity客户端开发,网络,技术知识
TCP/IP 协议栈分为哪几层？各层主要做什么？,网络接口层：这是协议栈的最低层，对应OSI的物理层和数据链路层，主要完成数据帧的实际发送和接收。 网络层：处理分组在网络中的活动，例如路由选择和转发等，这一层主要包括IP协议、ARP、ICMP协议等。 传输层：主要功能是提供应用程序之间的通信，这一层主要是TCP/UDP协议。 应用层：用来处理特定的应用，针对不同的应用提供了不同的协议，例如进行文件传输时用到的FTP协议，发送email用到的SMTP等。,2,Unity客户端开发,内存,技术知识
（Legacy）WWW 类常见成员与用法有哪些？新项目更推荐什么？,WWW.LoadFromCacheOrDownload：可被用于将AssetBundles自动缓存到本地磁盘 WWW.Dispose ：释放现有的 WWW 对象。 WWW.isDone：是否完成下载？（只读） WWW.progress：下载进度（只读）。,2,Unity客户端开发,综合,项目经历深挖
TCP 粘包是什么？为什么会产生？一般如何解决？,什么是粘包？ 答：顾名思义，其实就是多个独立的数据包连到一块儿。什么情况下需要考虑粘包？ 答：实际情况如下： 如果利用tcp每次发送数据，就与对方建立连接，然后双方发送完一段数据后，就关闭连接，这样就不会出现粘包问题。如果发送的数据无结构，比如文件传输，这样发送方只管发送，接收方只管接收存储就ok，也不用考虑粘包。如果双方建立连接，需要在连接后一段时间内发送不同结构数据，如连接后，有好几种结构： 1)”good good study” 2)”day day up” 那这样的话，如果发送方连续发送这个两个包出去，接收方一次接收可能会是”good good studyday day up” 这样接收方就傻了，因为协议没有规定这么奇怪的字符串，所以要把它分包处理，至于怎么分也需要双方组织一个比较好的包结构，所以一般可能会在头加一个数据长度之类的包，以确保接收。所以说：Tcp连续发送消息的时候，会出现消息一起发送过来的问题，这时候需要考虑粘包的问题。,2,Unity客户端开发,综合,技术知识
基于 TCP 的程序为什么需要封包与拆包？,为什么基于TCP的通信程序需要封包、拆包? 答：TCP是流协议，所谓流，就是没有界限的一串数据。但是程序中却有多种不同的数据包，那就很可能会出现如上所说的粘包问题，所以就需要在发送端封包，在接收端拆包。 那么如何封包、拆包？ 答：封包就是给一段数据加上包头或者包尾。比如说我们上面为解决粘包所使用的两种方法，其实就是封包与拆包的具体实现。,2,Unity客户端开发,综合,行为题
Socket 客户端高并发发送时，为何常用队列做发送协调？,项目中采用了socket通信，通过TCP发送数据给服务器端，因为项目需要，要同时开启大量的线程去发送不同的数据给服务器端，然后服务器端返回不同的数据。由于操作频繁，经常会阻塞，或没有接收到服务器端返回的数据； 因此考虑到使用一个队列：将同一ip下的数据存入一个队列中，通过队列协调发送；当第一条数据发送出去没有收到服务器端返回的数据时，让第二条数据插入队列中排队，当第三条数据也发送出来后，继续排队，以此类推； 如果当第四条数据发出来的时候，存入队列中，第一条数据收服务器端返回数据后，队列中的第二条第三条数据就扔掉，直接发送第四条数据,2,Unity客户端开发,综合,技术知识
Lightmap（光照贴图）是什么？有什么用处？,LightMap：就是指在三维软件⾥实现打好光，然后渲染把场景各表⾯的光照输出到贴图上，最后⼜通过引擎贴到场景上，这样就使物体有了光照的感觉。,1,Unity客户端开发,综合,项目经历深挖
什么是 Mipmap？有什么作用？,MipMapping：在三维计算机图形的贴图渲染中有常⽤的技术，为加快渲染进度和减少图像锯⻮，贴图被处理成由⼀系列被预先计算和优化过的图⽚组成的⽂件，这样的贴图被称为MipMap。,2,Unity客户端开发,综合,项目经历深挖
Alpha Test（裁剪透明）适合什么场合？与 Alpha Blend 相比效果有何不同？,Alpha Test，中文就是透明度测试。 简而言之就是V&F shader中最后fragment函数输出的该点颜色值（即上一讲frag的输出half4）的alpha值与固定值进行比较。Alpha Test语句通常于Pass{}中的起始位置。Alpha Test产生的效果也很极端，要么完全透明，即看不到，要么完全不透明。,4,Unity客户端开发,综合,场景题
MeshRenderer 的 material 与 sharedMaterial 有什么区别？,修改sharedMaterial将改变所有物体使用这个材质 的外观，并且也改变储存在工程里的材质设置。 不推荐修改由sharedMaterial返回的材质。如果你 想修改渲染器的材质，使用material替代。,1,Unity客户端开发,综合,技术知识
如何在 Game 视图查看 Stats？Draw Call 过高时常见优化思路有哪些？,在Game视图右上⻆点击Stats。降低Draw Call 的技术是Draw Call Batching,2,Unity客户端开发,综合,场景题
本影与半影分别指什么？阴影计算的大致原理是什么？,本影和半影： 本影：景物表⾯上那些没有被光源直接照射的区域 （全⿊的轮廓分明的区域）。 半影：景物表⾯上那些被某些特定光源直接照射但并⾮被所有特定光源直接照射的区域（半明半暗区域） ⼯作原理：从光源处向物体的所有可⻅⾯投射光线，将这些⾯投影到场景中得到投影⾯，再将这些投影⾯与场景中的其他平⾯求交得出阴影多边形，保存这些阴影多边形信息，然后再按视点位置对场景进⾏相应处理得到所要求的视图（利⽤空间换时间，每次只需依据视点位置进⾏⼀次阴影计算即可，省去了⼀次消隐过程）,4,Unity客户端开发,综合,技术知识
简述⼀下对象池，你觉得在FPS里哪些东西适合使用对象池？,对象池就存放需要被反复调⽤资源的⼀个空间，⽐如游戏中要常被大量复制的对象，⼦弹，敌⼈，以及任何重复出现的对象。,1,Unity客户端开发,综合,技术知识
什么是 Draw Call？过高有什么影响？常见降低手段有哪些？,Unity中，每次引擎准备数据并通知GPU的过程称为一次Draw Call。DrawCall越高对显卡的消耗就越大。降低DrawCall的方法： Dynamic Batching Static Batching 高级特性Shader降级为统一的低级特性的Shader。,3,Unity客户端开发,综合,技术知识
动态合批与静态合批分别是什么？各有什么取舍？,如果动态物体共用着相同的材质，那么Unity会自动对 这些物体进行批处理。动态批处理操作是自动完成 的，并不需要你进行额外的操作。 区别 ：动态批处理一切都是自动的，不需要做任何操 作，而且物体是可以移动的，但是限制很多。 静态批 处理:自由度很高，限制很少，缺点可能会占用更多 的内存，而且经过静态批处理后的所有物体都不可以 再移动了。,1,Unity客户端开发,UI,技术知识
移动端贴图压缩为何常选 ETC/PVRTC？透明通道分离大致解决什么问题？,最初我们使用了DXT5作为贴图压缩格式，希望能减小贴图的内存占用，但很快发现移动平台的显卡是不支持的。因此对于一张1024x1024大小的RGBA32贴图，虽然DXT5可将它从4MB压缩到1MB，但系统将它送进显卡之前，会先用CPU在内存里将它解压成4MB的RGBA32格式（软件解压），然后再将这4MB送进显存。于是在这段时间里，这张贴图就占用了5MB内存和4MB显存；而移动平台往往没有独立显存，需要从内存里抠一块作为显存，于是原以为只占1MB内存的贴图实际却占了9MB！ 所有不支持硬件解压的压缩格式都有这个问题。经过一番调研，我们发现安卓上硬件支持最广泛的格式是ETC，苹果上则是PVRTC。,5,Unity客户端开发,综合,技术知识
