题目,答案要点,难度,相关岗位,标签,题目类型
key主要是解决哪⼀一类的问题，为什什么不不建议⽤用索引index（重绘）,key用于列表渲染时，帮助Diff算法准确识别节点身份，从而高效复用和移动节点，避免直接销毁重建。不建议用index作为key，因为在对列表增删排序时，数据项与index的关系会错位，导致框架错误复用状态或DOM节点，引发渲染错误，并可能产生大量不必要的重绘，降低性能。,4,web前端开发,CSS、重绘、真题-滴滴,技术知识
Redux中异步的请求怎么处理理？,Redux是同步状态管理器。处理异步通常引入中间件。redux-thunk允许将Action定义为函数，在函数内部执行异步请求，成功或失败后再派发普通Action更新状态。redux-saga通过监听特定Action，利用Generator函数以声明式、易测试的方式集中管理复杂的异步副作用。,3,web前端开发,React、Redux、真题-滴滴,技术知识
Redux中间件是什什么东⻄西，接受⼏几个参数（两端的柯⾥里里化函数）,"Redux中间件是位于Action被发起后到达Reducer前的扩展点，常用于日志记录、异步请求等。它是一个柯里化的函数，签名为({ getState, dispatch }) => next => action。接受包含getState和dispatch的对象，返回一个接收next（下一个处理函数）的函数，最后返回接收action的函数。",4,web前端开发,React、Node.js、Redux、中间件、真题-滴滴,技术知识
柯⾥里里化函数两端的参数具体是什什么东⻄西,"签名为({ getState, dispatch }) => next => action中，最外层接收的对象提供获取当前状态和派发动作的能力；中间层next参数是一个函数，用于将当前Action传递给链中的下一个中间件（或传给原生dispatch）；最内层的action则是被触发的具体动作对象。",4,web前端开发,前端基础、真题-滴滴,技术知识
中间件是怎么拿到store和action，然后怎么处理理？,中间件在applyMiddleware被调用时初始化，接收到剥离后的store API。多个中间件通过compose组合成洋葱模型的处理链。当组件调用dispatch(action)时，action被传入最外层中间件。中间件可以在调用next(action)前后对action进行拦截、修改、或执行异步逻辑。,4,全栈开发/Node.js开发,Node.js、中间件、真题-滴滴,技术知识
state是怎么注⼊入到组件的，从reducer到组件经历了了什什么样的过程？,组件通过<Provider>在根部获得Store上下文。组件内部（如使用connect或useSelector）向Store注册了订阅。当Action派发导致Reducer生成新State树，Store内部触发所有订阅回调。组件收到通知，提取所需状态分片，若发现状态引用变化，则触发重新渲染将新状态映射到视图。,2,web前端开发,项目经验、真题-滴滴,项目经历深挖
koa中response.send、response.rounded、response.json发⽣生了了什什么事，浏览器器为什什么能识别到它是⼀一个json结构或是html,返回数据时，框架底层会自动判断数据类型，并相应设置响应头的Content-Type。例如返回JSON对象时，设置Content-Type: application/json；返回HTML字符串时，设置Content-Type: text/html。浏览器接收响应后，正是通过读取Content-Type头来决定以JSON树形式还是网页形式解析渲染内容。,2,全栈开发/Node.js开发,HTML、Node.js、浏览器、Koa、JSON、真题-滴滴,技术知识
koa-bodyparser怎么来解析request？,koa-bodyparser中间件拦截HTTP请求，检查请求的Content-Type，然后监听原生Node.js可读流，收集所有的data事件块并拼接。根据Content-Type，将字符串解析为对应对象（如JSON.parse或querystring）。最后将解析好的对象挂载到ctx.request.body上供业务逻辑访问。,2,全栈开发/Node.js开发,Node.js、Koa、真题-滴滴,技术知识
webpack整个⽣生命周期，loader和plugin有什什么区别？,Webpack生命周期包括初始化配置、编译、构建模块、生成Chunk、输出文件等阶段。Loader本质是转换器，用于将非JS/JSON文件（如CSS、TS）转换为Webpack可识别的模块。Plugin是扩展器，挂载到生命周期钩子上，在特定阶段执行更复杂任务，如打包优化、注入环境变量等。,3,web前端开发,工程化、Webpack、真题-滴滴,技术知识
介绍AST（Abstract Syntax Tree）抽象语法树,AST是源代码的抽象语法结构的树状表现形式。编译器（如Babel、Webpack）首先将源代码经过词法分析和语法分析转换为AST。通过对AST树节点的遍历、增删改查，可以实现代码的深度转换和检查（例如ES6转ES5，格式校验等），然后再将修改后的AST生成回目标代码字符串。,5,web前端开发,前端基础、AST、真题-滴滴,技术知识
安卓Activity之间数据是怎么传递的？,安卓Activity之间数据传递主要方式：1. 通过Intent携带数据（putExtra方法）传递，适合基本数据类型和实现了Serializable接口的对象；2. 通过全局单例模式（如自定义Application类）保存共享数据；3. 利用本地存储（SharedPreferences、数据库）；4. 使用事件总线机制（EventBus或广播）进行解耦通信。,2,web前端开发,前端基础、真题-滴滴,技术知识
安卓4.0到6.0过程中WebView对js兼容性的变化,安卓4.4是一个分水岭。4.4之前，WebView基于早期WebKit内核，对HTML5和新JS标准兼容性差，性能有限。从4.4开始，WebView底层更换为基于Chromium内核，支持了V8 JS引擎，极大提升了JS执行性能，增加了对诸多HTML5/CSS3特性的支持，同时提供了完善的Chrome DevTools调试能力。,4,web前端开发,前端基础、真题-滴滴,技术知识
WebView和原⽣生是如何通信？,WebView与原生环境通信：1. Native调JS：通过WebView的loadUrl执行JS代码。2. JS调Native：(1) Native通过addJavascriptInterface向JS环境注入对象供调用；(2) JS通过拦截URL Scheme发送请求，Native拦截处理；(3) 拦截JS的prompt/alert弹窗方法进行特定处理（如JSBridge常见做法）。,2,web前端开发,前端基础、真题-滴滴,技术知识
跨域怎么解决，有没有使⽤用过Apache等⽅方案？,常见跨域解决方案：1. CORS：后端设置Access-Control-Allow-Origin（最推荐）；2. JSONP：利用<script>无限制特性，仅支持GET；3. Nginx/Apache反向代理：在服务器层配置代理转发，如Apache使用mod_proxy模块配置ProxyPass实现请求转发，这在生产环境中常用于解决前后端分离导致的跨域。,4,web前端开发/后端开发,计算机网络、跨域、真题-滴滴,场景题
对async、await的理理解，内部原理理,async/await是ES8引入的异步编程解决方案，本质上是Generator函数与自动执行器的语法糖。async函数执行时，一旦遇到await就会先返回，等到异步操作完成（Promise决议）后再恢复函数体后面的执行。这使得异步代码的编写方式看起来像同步代码，极大地提高了代码的可读性和可维护性，同时可以用传统的try/catch来捕获异步错误。,3,web前端开发,前端基础、真题-头条,技术知识
介绍下Promise，内部实现,Promise是异步编程的一种规范，代表异步操作的最终结果。它有pending（进行中）、fulfilled（已成功）和rejected（已失败）三种状态，状态一旦改变便不可逆。内部实现主要依靠一个状态机和一个回调函数队列（存放then中注册的回调）。当异步操作决议时，改变状态并依次通过微任务调度执行队列中的回调，从而实现链式调用。,3,web前端开发,JavaScript、Promise、真题-头条,技术知识
清除浮动,浮动元素会脱离正常文档流，导致其父元素发生“高度塌陷”。常见的清除浮动（Clear Float）方法包括：1. 在父元素末尾添加一个空块级元素并设置clear: both；2. 父元素使用overflow: hidden或overflow: auto（触发BFC）；3. 推荐方法：利用CSS伪元素，给父元素添加.clearfix::after { content: ''; display: block; clear: both; }。,3,web前端开发,前端基础、真题-头条,技术知识
定位问题（绝对定位、相对定位等）,CSS定位（position）主要包括：static（静态定位，默认，不脱离文档流）；relative（相对定位，相对自身原始位置偏移，不脱离文档流）；absolute（绝对定位，相对最近的非static祖先元素定位，完全脱离文档流）；fixed（固定定位，相对浏览器视口定位，滚动时不移动）；sticky（粘性定位，滚动到指定阈值后变为固定定位）。,2,web前端开发,前端基础、真题-头条,技术知识
从输⼊入URL到⻚页⾯面加载全过程,1. URL解析并进行DNS解析获取服务器IP；2. 客户端与服务器建立TCP三次握手，若是HTTPS还会进行TLS握手；3. 客户端发送HTTP请求；4. 服务器处理请求并返回HTTP响应；5. 浏览器解析HTML构建DOM树，解析CSS构建CSSOM树，两者合并生成渲染树（Render Tree）；6. 布局（Layout）计算各节点几何信息；7. 绘制（Paint）像素到屏幕上。,4,web前端开发,前端基础、真题-头条,技术知识
tcp3次握⼿手,TCP三次握手用于建立可靠连接。第一次：客户端发送SYN报文到服务器，进入SYN_SEND状态；第二次：服务器收到后，回复SYN+ACK报文（确认收到并同步自己的序列号），进入SYN_RECV状态；第三次：客户端收到后，再发送ACK报文（确认收到服务器的SYN），双方进入ESTABLISHED状态，连接建立完毕，开始传输数据。,4,web前端开发,前端基础、真题-头条,技术知识
tcp属于哪⼀一层（1 物理理层 -> 2 数据链路路层 -> 3 ⽹网络层(ip)-> 4 传输层(tcp) -> 5 应⽤用层(http)）,TCP（传输控制协议）属于OSI七层模型和TCP/IP四层模型中的“传输层”（Transport Layer）。它位于网络层（处理IP路由）和应用层（处理高级协议如HTTP）之间，主要负责在通信的两个端点之间提供可靠的、面向连接的、基于字节流的数据传输服务，确保数据包的顺序和完整性。,2,web前端开发/后端开发,计算机网络、TCP、HTTP、真题-头条,技术知识
redux的设计思想,Redux设计思想基于三个原则：1. 单一数据源，整个应用的状态储存在唯一一个Store的对象树中；2. 状态是只读的，唯一改变状态的方法是触发一个Action（描述发生了什么的对象）；3. 使用纯函数执行修改，即Reducer接收先前的State和Action，计算并返回全新的State，而不是修改原对象。,2,web前端开发,React、Redux、真题-头条,技术知识
接⼊入redux的过程,接入Redux通常包含步骤：1. 定义Action类型和Action Creators；2. 编写Reducers，根据不同Action类型计算新State；3. 使用createStore（或Redux Toolkit的configureStore）将Reducer聚合创建全局Store；4. 在React应用最外层使用react-redux提供的<Provider store={store}>包裹根组件，使得内部组件都能访问到Store上下文。,2,web前端开发,React、Redux、真题-头条,技术知识
绑定connect的过程,connect是react-redux提供的高阶组件（HOC），用于将React组件与Redux Store连接。它接收最常用的两个参数：mapStateToProps（将Store中的State映射到组件的Props中）和mapDispatchToProps（将dispatch方法或绑定的Action Creator映射到Props中）。它返回一个新函数，该函数接收目标组件并返回包装后的容器组件。,4,web前端开发,前端基础、真题-头条,技术知识
connect原理理,connect内部利用React的Context API获取上层传递的Store。它在组件挂载时调用store.subscribe()订阅状态变化。当Store状态改变时，它会重新执行mapStateToProps，并对前后的Props进行浅比较（shallow compare）。如果发现映射的Props发生变化，就会触发被包裹组件的重新渲染，从而更新视图。,2,web前端开发,前端基础、真题-头条,技术知识
webpack介绍,Webpack是一个现代JavaScript应用的静态模块打包工具。处理应用时，它会在内部从入口构建一个依赖图，将项目中所有需要的模块（JS、CSS、图片等）通过Loader转换为有效模块，最后合并打包成一个或多个Bundle文件输出。它还通过Plugin机制提供了代码压缩、环境变量注入、代码拆分等丰富的工程化能力。,2,web前端开发,工程化、Webpack、真题-头条,技术知识
== 和 ===的区别，什什么情况下⽤用相等==？,===（严格相等）不仅比较值，还比较类型，两者都相同时才返回true。==（宽松相等）比较前会进行隐式类型转换（如字符串转数字），然后再比较值。为避免隐式转换导致Bug，应绝大多数情况下使用===。仅在判断对象属性是否为空时（如if (obj.prop == null) 等价于 === null || === undefined）可以考虑使用==。,2,web前端开发,前端基础、真题-头条,技术知识
bind、call、apply的区别？,它们都用来改变函数执行时this的指向。call和apply会立即调用执行函数，区别在于传参方式：call接收逗号分隔的参数列表，而apply接收一个包含参数的数组。bind不会立即执行函数，而是返回一个新的绑定了指定this上下文和初始参数的函数，供以后需要时调用。,3,web前端开发,前端基础、真题-头条,技术知识
动画的了了解,前端动画主要有几种方式：1. CSS3的transition（简单状态插值）和animation（关键帧动画，可利用GPU硬件加速）；2. JavaScript动画（通过requestAnimationFrame逐帧计算，常用于复杂交互或Canvas/WebGL）；3. SVG动画（矢量图动画）；4. 现成的动画库（如GSAP、Lottie）。,3,web前端开发,前端基础、真题-头条,技术知识
介绍下原型链（解决的是继承问题吗）？,原型链是JavaScript实现继承的核心机制。每个对象都有一个内部链接__proto__指向它的原型对象，该原型对象也有自己的原型，层层向上直到null。当访问对象的属性时，如果对象自身没有，就会沿着原型链查找。原型链不仅解决了对象的继承问题，还使得共享方法只在内存中保存一份，节约了内存资源。,3,web前端开发,JavaScript、原型链、继承、真题-头条,技术知识
对跨域的了了解,跨域是由于浏览器的“同源策略”限制，阻止从一个源（协议、域名、端口任一不同）去请求另一个源的资源，以防范CSRF等安全风险。常见跨域解决方案包括：CORS（后端配置HTTP响应头允许特定源访问，最主流）、JSONP（利用script标签加载，仅支持GET）、Nginx反向代理（服务器端转发避开限制）以及本地开发常用的Webpack Proxy。,3,web前端开发/后端开发,计算机网络、跨域、真题-头条,技术知识
Linux 754 介绍,Linux权限754代表所有者拥有读、写、执行权限（4+2+1=7），所属组拥有读、执行权限（4+1=5），其他用户拥有读权限（4）。通过chmod 754命令可以设置文件或目录的这种权限分配，常用于保护文件安全。,3,web前端开发,前端基础、真题-有赞,技术知识
介绍冒泡排序，选择排序，冒泡排序如何优化？,冒泡排序通过多次遍历，比较相邻元素并交换位置，将最值推到一端；选择排序则是每次遍历找到最值并放到已排序序列末尾。冒泡优化可在某次遍历无交换发生时提前结束，或记录最后一次交换位置作为下一次遍历的边界，减少不必要的比较。,2,web前端开发/通用,算法、性能优化、排序、真题-有赞,技术知识
transform动画和直接使⽤用left、top改变位置有什什么优缺点,使用transform实现动画由GPU加速，不会触发浏览器的重排（reflow）和重绘（repaint），性能更好，动画更流畅。而直接改变left、top会频繁触发重排和重绘，导致性能下降和页面卡顿。缺点是transform可能在旧版浏览器有兼容性问题。,3,web前端开发,前端基础、真题-有赞,行为题
如何判断链表是否有环？,可以使用快慢指针法判断链表是否有环。定义两个指针，慢指针每次走一步，快指针每次走两步。如果链表没有环，快指针会先到达链表尾部（指向null）；如果存在环，快慢指针最终会在环内相遇。,4,web前端开发/通用,算法、链表、真题-有赞,技术知识
介绍⼆二叉搜索树的特点,二叉搜索树（BST）是一种特殊的二叉树，其特点是每个节点的值大于其左子树上所有节点的值，且小于其右子树上所有节点的值。这使得BST在平均情况下进行查找、插入和删除操作的时间复杂度可达O(log n)，中序遍历可得到有序序列。,4,web前端开发,前端基础、真题-有赞,技术知识
介绍暂时性死区,暂时性死区（TDZ）是指在ES6中，使用let或const声明变量之前，该变量不可访问的区域。从块级作用域开始到变量声明语句执行为止，这段时间内尝试访问该变量会抛出ReferenceError。这是为了防止变量提升导致的逻辑错误。,3,web前端开发,前端基础、暂时性死区、真题-有赞,技术知识
ES6中的map和原⽣生的对象有什什么区别？,原生对象的键只能是字符串或Symbol，而ES6 Map的键可以是任何类型（包括对象、函数等）。Map在频繁增删键值对时性能更好，且具有内置的size属性获取长度，遍历顺序严格按照插入顺序，而对象的键遍历顺序可能较为复杂。,3,web前端开发,前端基础、Map、真题-有赞,技术知识
观察者和发布-订阅的区别？,观察者模式中，观察者和被观察者直接通信，被观察者状态改变时直接通知所有观察者。发布-订阅模式引入了事件调度中心，发布者和订阅者互不了解，通过调度中心进行解耦和通信，适用于更复杂的异步或跨组件通信场景。,2,web前端开发,前端基础、真题-有赞,技术知识
"react异步渲染的概念,介绍Time Slicing 和 Suspense",React异步渲染使得渲染过程可以被中断和恢复，以优先处理高优任务（如用户输入）。Time Slicing（时间分片）将渲染任务拆解，避免长时间阻塞主线程，保持页面流畅。Suspense用于优雅地处理异步数据加载或代码分割，支持在组件准备好前显示降级UI。,3,web前端开发,React、浏览器、真题-有赞,技术知识
16.X声明周期的改变,React 16.X废弃了componentWillMount、componentWillReceiveProps和componentWillUpdate，因为它们在异步渲染下可能被多次调用导致问题。新增了getDerivedStateFromProps用于根据props更新state，以及getSnapshotBeforeUpdate用于在DOM更新前捕获信息。,2,web前端开发,前端基础、真题-有赞,技术知识
16.X中props改变后在哪个⽣生命周期中处理理,"在React 16.x中，当props改变后，推荐在静态方法 static getDerivedStateFromProps(nextProps, prevState) 中处理。该方法返回一个对象以更新state，或返回null表示无需更新。也可以在componentDidUpdate中执行相应的副作用操作。",2,web前端开发,前端基础、真题-有赞,技术知识
介绍纯函数,纯函数是指给定相同的输入，始终返回相同的输出，且在执行过程中没有任何可观察的副作用（如修改外部变量、发送网络请求或操作DOM）的函数。纯函数易于测试、缓存和并行执行，是函数式编程和Redux中reducer的核心概念。,2,web前端开发,前端基础、真题-有赞,技术知识
前端性能优化,前端性能优化可从多方面入手：减小请求体积（代码压缩、图片压缩、雪碧图等）；减少请求次数（合并文件、按需加载、HTTP缓存和Service Worker）；提升渲染效率（减少DOM操作、避免回流重绘、使用防抖节流、CSS放头部JS放底部）。,3,web前端开发,性能优化、真题-有赞,技术知识
pureComponent和FunctionComponent区别？,PureComponent是类组件，内部自动对props和state进行浅比较来决定是否重新渲染（shouldComponentUpdate）。Function Component是函数组件，本身无状态和生命周期（React 16.8前），结合React.memo可实现类似浅比较的性能优化，且Hooks赋予了其状态管理能力。,3,web前端开发,前端基础、真题-有赞,技术知识
介绍JSX,JSX是JavaScript的一种语法扩展，允许在JS代码中编写类似HTML的标签结构。它最终会被Babel等工具编译成React.createElement调用，生成虚拟DOM对象。JSX使得UI的结构和逻辑更紧密地结合在一起，提高了代码的可读性和编写效率。,4,web前端开发,React、JSX、真题-有赞,技术知识
如何做RN在安卓和IOS端的适配？,React Native中可利用Platform模块判断操作系统平台（Platform.OS === 'ios' 或 'android'），并据此应用不同的样式或组件。也可使用Platform.select()方法返回特定平台的配置，或者为不同平台创建如index.ios.js和index.android.js的专属文件进行深度适配。,2,web前端开发,前端基础、真题-有赞,技术知识
RN为什什么能在原⽣生中绘制成原⽣生组件（bundle.js）,RN将React代码打包成bundle.js，在App运行时由内嵌的JS引擎解析执行。JS端通过Bridge（通信桥梁）将UI结构和指令转换为JSON消息发送给原生端，原生端接收到消息后，调用对应的iOS或Android原生UI组件进行实际渲染。,2,web前端开发,前端基础、真题-有赞,技术知识
介绍虚拟DOM,虚拟DOM是用JavaScript对象来描述真实DOM结构的抽象表示。当状态改变时，React会生成新的虚拟DOM树，并与旧树进行Diff算法比较，计算出最小差异（Patch），最后一次性应用到真实DOM上。这减少了昂贵且频繁的DOM操作，提升了渲染性能。,4,web前端开发,HTML、虚拟DOM、DOM、真题-有赞,技术知识
如何设计⼀一个localStorage，保证数据的实效性？,可以通过封装localStorage的set和get方法实现。在setItem时，将数据与一个过期时间戳（当前时间+有效期）一起存入一个对象中；在getItem时，先读取该对象，判断当前时间是否超过过期时间戳，若超过则清除该数据并返回null，否则返回实际数据。,2,web前端开发,前端基础、localStorage、真题-有赞,技术知识
如何设计Promise.all()？,手写Promise.all()需返回一个新的Promise。接收一个可迭代对象（如数组），遍历并在每个项上调用Promise.resolve()。使用计数器和结果数组，当某个Promise成功时将其结果放入对应索引，计数器加1；若计数器等于数组长度则resolve。遇到reject则直接抛出。,5,web前端开发,JavaScript、Promise、真题-有赞,技术知识
介绍⾼高阶组件,高阶组件（HOC）是一个函数，它接收一个组件作为参数，并返回一个新的组件。HOC主要用于组件逻辑复用、劫持props、渲染劫持或状态抽象。它不修改原组件，而是通过包裹组件来增强其功能，是React中一种基于组合模式的复用技巧。,2,web前端开发,前端基础、高阶组件、真题-有赞,技术知识
"sum(2, 3)实现sum(2)(3)的效果","可以通过函数柯里化（Currying）实现。利用闭包特性，判断传入参数的数量，如果参数够了就执行计算，否则返回一个新函数继续接收剩余参数。例如：function sum(a, b) { if (b !== undefined) return a + b; return function(c) { return a + c; }; }",4,web前端开发,前端基础、真题-有赞,技术知识
react性能优化,React性能优化方法包括：使用React.memo或PureComponent避免不必要的重渲染；在类组件中合理使用shouldComponentUpdate；使用useMemo和useCallback缓存复杂计算和函数；实施组件懒加载；列表渲染时使用稳定且唯一的key；避免内联对象或函数。,3,web前端开发,React、性能优化、真题-有赞,技术知识
两个对象如何⽐比较？,比较两个对象是否相等需要进行深度比较（Deep Equal）。首先比较两者引用是否相同，其次判断类型是否均为对象，然后比较两者键的数量是否一致，最后递归比较每个对应键的值是否相等。可以使用Lodash的_.isEqual()或自行编写递归函数实现。,2,web前端开发,前端基础、真题-有赞,技术知识
JS的原型,在JavaScript中，每个函数都有一个prototype属性，指向它的原型对象；每个对象都有一个__proto__属性，指向其构造函数的原型对象。对象可以通过原型链继承原型对象上的属性和方法，这实现了JS中基于原型的继承机制。,3,web前端开发,前端基础、真题-挖财,技术知识
变量量作⽤用域链,作用域链决定了变量查找的顺序。当在某个作用域中访问变量时，如果当前作用域没有找到，就会沿着作用域链向上级作用域查找，直到全局作用域。如果全局作用域仍未找到，则抛出ReferenceError。这保证了内部函数可以访问外部函数的变量。,3,web前端开发,前端基础、真题-挖财,技术知识
call、apply、bind的区别？,三者都用于改变函数执行时的this指向。call和apply会立即执行函数，区别在于传参方式：call接收逗号分隔的参数列表，apply接收一个参数数组。bind不会立即执行函数，而是返回一个绑定了指定this和部分初始参数的新函数，供之后调用。,3,web前端开发,前端基础、真题-挖财,技术知识
防抖和节流的区别？,防抖（Debounce）指在事件触发后等待一段时间再执行回调，若在等待期间再次触发，则重新计时，适用于搜索框联想等避免频繁请求的场景。节流（Throttle）指规定在一个单位时间内，只能触发一次函数执行，适用于滚动监听、按钮连击等场景。,2,web前端开发,JavaScript、防抖、节流、真题-挖财,技术知识
介绍各种异步⽅方案,JS异步方案经历了几个阶段：1. 回调函数，容易造成回调地狱；2. Promise，通过链式调用解决回调地狱，但仍有链式代码；3. Generator，配合执行器可以像同步代码一样写异步；4. Async/Await，Generator的语法糖，是目前最优雅的异步解决方案。,3,web前端开发,前端基础、真题-挖财,技术知识
react⽣生命周期,React（类组件）生命周期分为挂载、更新和卸载三个阶段。挂载期有constructor、render、componentDidMount等；更新期当props/state改变触发，有shouldComponentUpdate、render、componentDidUpdate等；卸载期有componentWillUnmount用于清理定时器和事件监听。,2,web前端开发,React、真题-挖财,技术知识
介绍Fiber,Fiber是React 16引入的新的协调引擎。它将庞大的DOM树比对任务拆分成许多微小任务（Fiber节点），允许渲染过程被中断和恢复，从而把控制权交还给浏览器主线程，优先响应高优先级的用户交互（如动画、点击），有效解决了原先同步渲染导致的页面卡顿问题。,3,web前端开发,React、Fiber、真题-挖财,技术知识
前端性能优化,前端性能优化包括：1. 网络层面：使用CDN、减少HTTP请求（合并文件、雪碧图）、启用Gzip压缩、利用浏览器缓存。2. 渲染层面：减少DOM操作以避免重绘回流、使用CSS3硬件加速、使用防抖与节流。3. 代码层面：按需加载/懒加载、使用Webpack进行代码压缩和分割。,3,web前端开发,性能优化、真题-挖财,技术知识
介绍DOM树对⽐比,React的DOM树对比（Diff算法）遵循三个策略：1. Web UI中DOM节点跨层级的移动操作较少，因此只进行同层级比较；2. 拥有相同类的两个组件会生成相似的树形结构，不同类的组件生成不同的树形结构；3. 对同一层级的子节点，通过唯一的key值区分是否为同一个节点。,4,web前端开发,HTML、DOM、真题-挖财,技术知识
react中的key的作⽤用,key是React在Diff算法中用于标识虚拟DOM元素的唯一性标志。在列表渲染中，拥有稳定且唯一key的元素，在更新时能被React准确识别其是移动、新增还是删除，从而减少不必要的重新渲染和DOM操作，大幅提升渲染性能。不建议使用数组索引作为key。,4,web前端开发,React、真题-挖财,技术知识
如何设计状态树？,"在Redux等状态管理中，状态树应遵循扁平化和正规化设计，避免深层嵌套，以简化Reducer逻辑和组件订阅；尽量避免冗余和派生状态，可计算的数据不应存入Store；按业务领域（如users, posts）划分模块，使用combineReducers组合，以保证可维护性。",2,web前端开发,前端基础、真题-挖财,技术知识
介绍css，xsrf,CSS用于描述HTML文档的展现形式，控制布局、颜色、字体等。XSRF（跨站请求伪造）是一种安全攻击，攻击者诱导用户在已登录的应用中执行非本意的操作。防御XSRF通常使用Token验证、验证HTTP Referer字段或设置Cookie的SameSite属性。,3,web前端开发,CSS、真题-挖财,技术知识
http缓存控制,HTTP缓存分为强缓存和协商缓存。强缓存通过Cache-Control（如max-age）和Expires控制，未过期时直接使用本地缓存。协商缓存通过ETag/If-None-Match和Last-Modified/If-Modified-Since控制，浏览器发请求，服务器判断资源未变则返回304继续使用缓存。,4,web前端开发/后端开发,计算机网络、HTTP、缓存、真题-挖财,技术知识
项⽬目中如何应⽤用数据结构？,常见应用包括：使用数组和链表处理有序数据列表；使用栈实现撤销/重做功能（后进先出）；使用队列管理请求任务（先进先出）；使用Map/Set和哈希表处理高频查询和去重；使用树结构（如AST、虚拟DOM）处理层级关联的数据；使用图分析依赖关系等。,5,web前端开发/通用,算法、真题-挖财,技术知识
native提供了了什什么能⼒力力给RN,原生为React Native提供了底层UI组件渲染能力，让RN的View等同于iOS的UIView或安卓的ViewGroup；还提供了硬件和系统级API接口（如相机、本地存储等），RN通过Bridge机制调用这些原生模块，实现与原生应用的深度交互。,2,web前端开发,前端基础、真题-挖财,技术知识
如何做⼯工程上的优化？,前端工程化优化包括：构建提速（使用多进程构建如thread-loader，开启缓存，优化Resolve配置）；打包体积优化（Tree Shaking、按需加载、提取公共代码、代码压缩）；规范化（配置ESLint、Prettier、Husky等保证质量）；CI/CD自动化部署以提升交付效率。,3,web前端开发,性能优化、真题-挖财,技术知识
shouldComponentUpdate是为了了解决什什么问题,shouldComponentUpdate是React生命周期方法，用于优化性能。默认情况下，只要父组件渲染或自身state改变，组件就会重新渲染。利用该方法可通过比较nextProps/nextState与当前props/state，返回false阻止不必要的虚拟DOM Diff和重新渲染，减少开销。,4,web前端开发,前端基础、真题-挖财,技术知识
如何解决props层级过深的问题？,解决props层级过深（Prop Drilling）的方法有：1. 使用React的Context API，跨层级直接传递数据；2. 使用状态管理库（如Redux、MobX），将全局状态统一管理，组件按需连接Store；3. 采用组件组合（Composition），将子组件作为children传递。,2,web前端开发,前端基础、真题-挖财,技术知识
前端怎么做单元测试？,前端单元测试通常使用Jest作为测试框架，搭配React Testing Library或Enzyme测试React组件的UI和行为。对函数和Reducer，断言其输入输出是否符合预期。对组件，渲染DOM后模拟用户交互（点击、输入），并断言DOM结构和状态的变化是否正确。,2,web前端开发,前端基础、真题-挖财,技术知识
webpack⽣生命周期,Webpack的构建生命周期通过Tapable钩子系统实现。主要阶段包括：初始化（合并配置，创建Compiler对象）、编译准备（run阶段）、开始编译（compile）、确定入口（make）、编译模块（buildModule）、生成资源（emit）、输出资源（done）。,3,web前端开发,工程化、Webpack、真题-挖财,技术知识
webpack打包的整个过程,过程：1. 初始化：合并配置文件和Shell参数；2. 开始编译：初始化Compiler，加载插件并执行run；3. 确定入口：根据entry找出所有入口文件；4. 编译模块：从入口出发，调用Loader对模块进行翻译并递归编译依赖；5. 输出：组装成Chunk并输出文件。,3,web前端开发,工程化、Webpack、真题-挖财,技术知识
常⽤用的plugins,常用插件包括：HtmlWebpackPlugin（自动生成HTML并注入脚本）；MiniCssExtractPlugin（提取CSS为独立文件）；CleanWebpackPlugin（清理输出目录）；DefinePlugin（定义全局变量）；TerserPlugin（压缩JS代码）；CssMinimizerPlugin（压缩CSS）。,3,web前端开发,前端基础、真题-挖财,技术知识
pm2怎么做进程管理理，进程挂掉怎么处理理？,PM2是一个Node.js进程管理器。通过`pm2 start app.js`启动并监控应用。如果进程因异常挂掉，PM2会自动重启该进程以保证服务高可用。还可以通过`pm2 logs`查看日志排查挂掉的原因，并通过`pm2 monit`监控CPU和内存等性能指标。,2,全栈开发/Node.js开发,Node.js、操作系统、进程、真题-挖财,技术知识
不不⽤用pm2怎么做进程管理理？,不使用PM2时，可用操作系统的工具如Systemd或Supervisor（Linux）配置服务，实现开机自启和崩溃重启；或使用Docker容器化部署，结合Kubernetes进行进程管理和负载均衡；也可使用Forever或简单的Node原生cluster模块编写守护进程脚本。,3,全栈开发/Node.js开发,Node.js、操作系统、进程、真题-挖财,技术知识
介绍下浏览器器跨域,跨域是指浏览器出于同源策略（Same-Origin Policy）限制，阻止一个域下的网页去请求另一个不同域（协议、域名、端口任一不同）的资源。这是一种安全机制，用于防范恶意网站窃取数据，但也会阻碍正常的前后端分离开发中的接口调用。,3,web前端开发/后端开发,计算机网络、浏览器、跨域、真题-沪江,技术知识
怎么去解决跨域问题？,解决跨域的方法包括：1. CORS（跨域资源共享），最常用，服务端设置响应头允许跨域；2. JSONP，利用<script>标签不受同源策略限制的特点；3. Nginx反向代理，同源请求到代理服务器再转发给目标服务器；4. Node中间件代理（如Webpack devServer proxy）；5. WebSocket。,3,web前端开发/后端开发,计算机网络、跨域、真题-沪江,技术知识
jsonp⽅方案需要服务端怎么配合？,"JSONP需要服务端配合将返回的数据用前端传递的回调函数名包裹起来。前端请求时会带上一个回调参数（如?callback=handleData），服务端接收到后，构造出形如handleData({""name"":""test""})的字符串作为JS代码返回，前端浏览器接收到后直接执行该函数。",3,web前端开发,前端基础、JSONP、真题-沪江,技术知识
